ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2076,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2078,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2079,Eukaryota,unknown,unknown,unknown,unknown,Solenicola,Solenicola setigera
ASV_2083,Eukaryota,unknown,Polycystinea,Nassellaria,Plagiacanthidae,Lithomelissa,Lithomelissa sp. 8012
ASV_2082,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2081,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2080,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2086,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_2085,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_2084,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2087,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2089,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2088,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,unassigned
ASV_2090,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2091,Eukaryota,unknown,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_2096,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata
ASV_2097,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2095,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2094,Eukaryota,unknown,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,Torodinium teredo
ASV_2093,Eukaryota,unknown,Polycystinea,Collodaria,Collosphaeridae,g_,s_
ASV_2098,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2099,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2092,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium viride
ASV_2100,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 21sb RG-2016
ASV_2102,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_2101,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,Sphaerozoum,s_
ASV_2103,Eukaryota,Ciliophora,Colpodea,unknown,unknown,g_,s_
ASV_2104,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2107,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2105,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2108,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2106,Eukaryota,unknown,unknown,Diplonemea,unassigned,g_,s_
ASV_2109,Eukaryota,unknown,Polycystinea,Nassellaria,Plagiacanthidae,g_,s_
ASV_2111,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2110,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2112,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2115,Eukaryota,unknown,Chrysophyceae,Hibberdiales,Hibberdiaceae,g_,s_
ASV_2113,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,unassigned,g_,s_
ASV_2116,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_2114,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2118,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_2119,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_2120,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,unassigned
ASV_2117,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2121,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2124,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_2122,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned
ASV_2123,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2125,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2130,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2131,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,unassigned
ASV_2129,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2126,Eukaryota,unknown,Katablepharidophyta,unknown,Katablepharidaceae,Katablepharis,Katablepharis japonica
ASV_2132,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2128,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2137,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_2136,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2133,Eukaryota,unknown,unknown,Choanoflagellata,Stephanoecidae,g_,s_
ASV_2134,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2135,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2138,Eukaryota,unknown,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. UDMS0803
ASV_2141,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,s_
ASV_2140,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2139,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,s_
ASV_2144,Eukaryota,unknown,Haptophyta,unassigned,unassigned,unassigned,unassigned
ASV_2142,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2143,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2148,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2149,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_2145,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2146,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Xystonellidae,g_,s_
ASV_2147,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2153,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2151,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2150,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2154,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,Oblongichytrium,unassigned
ASV_2152,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2156,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2155,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas aestivalis
ASV_2157,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2158,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2160,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_2161,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2162,Eukaryota,Cercozoa,unknown,unknown,unknown,Quadricilia,Quadricilia rotundata
ASV_2159,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2164,Eukaryota,unknown,Dinophyceae,Gonyaulacales,unassigned,g_,s_
ASV_2166,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11072
ASV_2163,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2165,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2167,Eukaryota,Annelida,Polychaeta,Aspidosiphonidormes,Aspidosiphonidae,unassigned,unassigned
ASV_2169,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2172,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2171,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2170,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,s_
ASV_2168,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2176,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_2174,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2177,Eukaryota,Streptophyta,Charophyceae,Charales,Characeae,g_,s_
ASV_2173,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2175,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_2180,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2183,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_
ASV_2182,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama cf. pulchellum
ASV_2181,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2178,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2179,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2187,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2184,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,g_,s_
ASV_2186,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2185,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,s_
ASV_2189,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2191,Eukaryota,unknown,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_2190,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2188,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_2192,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2193,Eukaryota,unknown,Dinophyceae,Peridiniales,Diplopsaliaceae,g_,s_
ASV_2194,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2196,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,unassigned,unassigned,unassigned
ASV_2195,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unassigned,unassigned,unassigned,s_
ASV_2197,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_2201,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,Foettingeriidae,unassigned,s_
ASV_2200,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_2199,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2198,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_2202,Eukaryota,unknown,unknown,unknown,Colpodellaceae,g_,s_
ASV_2203,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_2205,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2204,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2208,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2210,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2207,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2209,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_2206,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2213,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2211,Eukaryota,Annelida,Polychaeta,Terebellida,unknown,Amphitrite,Amphitrite cirrata
ASV_2212,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,unassigned
ASV_2214,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2220,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2218,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Stokesiidae,g_,s_
ASV_2221,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_2217,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_2219,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,g_,s_
ASV_2216,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2215,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2223,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp. BSL-2009a
ASV_2224,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Clausidiidae,g_,s_
ASV_2225,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2222,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta sp. DP-2006
ASV_2226,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,s_
ASV_2233,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2229,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2232,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2228,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2231,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2230,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2227,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2235,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2236,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,s_
ASV_2234,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_2238,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,s_
ASV_2237,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2239,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2241,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2242,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2243,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2240,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_2244,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pyramimonas,unassigned
ASV_2247,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2246,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_
ASV_2245,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2249,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2253,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,s_
ASV_2252,Eukaryota,unknown,Dinophyceae,Peridiniales,Kryptoperidiniaceae,g_,s_
ASV_2254,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2250,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_2251,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2248,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2255,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_2258,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_2256,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,unassigned,unassigned
ASV_2257,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2259,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2260,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2261,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2264,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2263,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2262,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2265,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2271,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2266,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2268,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2270,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2272,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_2267,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,unassigned
ASV_2269,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_2273,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2275,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2274,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2276,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2277,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2278,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 3 RG-2016
ASV_2284,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_2283,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2280,Eukaryota,unknown,unknown,Diplonemea,unassigned,g_,s_
ASV_2282,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Pyrenomonadaceae,g_,s_
ASV_2279,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2281,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium sp. Atlantic
ASV_2285,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2287,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2286,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_2289,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2288,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina sp. Hp34EHU
ASV_2296,Eukaryota,unknown,unknown,Choanoflagellata,Stephanoecidae,g_,s_
ASV_2292,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,g_,s_
ASV_2294,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Protoceratium,Protoceratium reticulatum
ASV_2291,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2295,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2290,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2293,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2299,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2298,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_2300,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2301,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2297,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2303,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2305,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2307,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,unassigned
ASV_2306,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2308,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2309,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2304,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2302,Eukaryota,unknown,Synurophyceae,Ochromonadales,Ochromonadaceae,g_,s_
ASV_2310,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_2311,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2317,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2318,Eukaryota,Ciliophora,Colpodea,unknown,unknown,g_,s_
ASV_2314,Eukaryota,Chordata,Actinopteri,unassigned,unassigned,unassigned,unassigned
ASV_2319,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2312,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2315,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2313,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2316,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2323,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2324,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2325,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2320,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2321,Eukaryota,unknown,unknown,unknown,unknown,Incisomonas,Incisomonas marina
ASV_2322,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2327,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2328,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Attheyaceae,Attheya,s_
ASV_2326,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2329,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2330,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2331,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2333,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_2336,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 13 RG-2016
ASV_2335,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2332,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2334,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_
ASV_2338,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Bargmannia,Bargmannia amoena
ASV_2339,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2340,Eukaryota,Ciliophora,Colpodea,unknown,unknown,g_,s_
ASV_2337,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2344,Eukaryota,unknown,unknown,unknown,Paramoebidae,unassigned,unassigned
ASV_2342,Eukaryota,unknown,Chrysophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2341,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2343,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2345,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2350,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 1sb RG-2016
ASV_2346,Eukaryota,unknown,Phaeophyceae,Sphacelariales,unknown,g_,s_
ASV_2349,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2348,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2347,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2351,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2353,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2352,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2355,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2356,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Cinetochilidae,g_,s_
ASV_2354,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2359,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,unassigned,unassigned
ASV_2361,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2358,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2360,Eukaryota,unknown,Acantharea,Arthracanthida,Acanthometridae,g_,s_
ASV_2357,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2363,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Ceratoperidiniaeceae,g_,s_
ASV_2365,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax polygramma
ASV_2364,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2362,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2370,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_2371,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_2368,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_2366,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2369,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2367,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
