#OTU ID,C3G-01,C3G-13,C3N-10,C3T-08,C3T-20,C3T-32,C3PCR-Blk10,C1G-02,C1G-14,C1N-11,C1T-09,C1T-21,C1T-33,C1T-44,C1G-01,C3G-02,C3G-14,C3N-11,C3T-09,C3T-21,C3T-33,C3T-44,C1G-03,C1G-15,C1N-12,C1T-10,C1T-22,C1T-34,C1Blk-1,C1G-13,C3G-03,C3G-15,C3N-12,C3T-10,C3T-22,C3T-34,C3Blk-14,C1G-04,C1N-01,C1N-13,C1T-11,C1T-23,C1T-35,C1Blk-2,C1N-10,C3G-04,C3N-01,C3N-13,C3T-11,C3T-23,C3T-35,C3Blk-15,C1G-05,C1N-02,C1N-14,C1T-12,C1T-24,C1T-36,C1Blk-3,C1T-08,C3G-05,C3N-02,C3N-14,C3T-12,C3T-24,C3T-36,C3Blk-16,C1G-06,C1N-03,C1T-01,C1T-13,C1T-25,C1T-37,C1Blk-4,C1T-20,C3G-06,C3N-03,C3T-01,C3T-13,C3T-25,C3T-37,C3Blk-17,C1G-07,C1N-04,C1T-02,C1T-14,C1T-26,C1T-38,C1Blk-5,C1T-32,C3G-07,C3N-04,C3T-02,C3T-14,C3T-26,C3T-38,C3Blk-18,C1G-08,C1N-05,C1T-03,C1T-15,C1T-27,C1T-39,C1Blk-6,C1PCR-Blk1,C3G-08,C3N-05,C3T-03,C3T-15,C3T-27,C3T-39,C3Blk-19,C1G-09,C1N-06,C1T-04,C1T-16,C1T-28,C1T-40,C1PCR-Blk2,C3G-09,C3N-06,C3T-04,C3T-16,C3T-28,C3T-40,C3Blk-20,C1G-10,C1N-07,C1T-05,C1T-17,C1T-29,C1T-41,C1PCR-Blk3,C3G-10,C3N-07,C3T-05,C3T-17,C3T-29,C3T-41,C3PCR-Blk11,C1G-11,C1N-08,C1T-06,C1T-18,C1T-30,C1T-42,C1dummy1,C3G-11,C3N-08,C3T-06,C3T-18,C3T-30,C3T-42,C3dummy5,C1G-12,C1N-09,C1T-07,C1T-19,C1T-31,C1T-43,C1dummy2,C3G-12,C3N-09,C3T-07,C3T-19,C3T-31,C3T-43,C3dummy6,C2G-01,C2G-13,C2N-10,C2T-08,C2T-20,C2T-32,C2PCR-Bk8,C2G-02,C2G-14,C2N-11,C2T-09,C2T-21,C2T-33,C2T-44,C2G-03,C2G-15,C2N-12,C2T-10,C2T-22,C2T-34,C2Blk-7,C2G-04,C2N-01,C2N-13,C2T-11,C2T-23,C2T-35,C2Blk-8,C2G-05,C2N-02,C2N-14,C2T-12,C2T-24,C2T-36,C2Blk-9,C2PCR-Blk4,C2N-03,C2T-01,C2T-13,C2T-25,C2T-37,C2Blk-10,C2G-07,C2N-04,C2T-02,C2T-14,C2T-26,C2T-38,C2Blk-11,C2G-08,C2N-05,C2T-03,C2T-15,C2T-27,C2T-39,C2Blk-12,C2G-09,C2N-06,C2T-04,C2T-16,C2T-28,C2PCR-Blk6,C2Blk-13,C2G-10,C2N-07,C2T-05,C2T-17,C2PCR-Blk5,C2T-41,CPCR-Blk9,C2G-11,C2N-08,C2T-06,C2T-18,C2T-30,C2T-42,C2dummy3,C2G-12,C2N-09,C2T-07,C2T-19,C2T-31,C2PCR-Blk7,C2dummy4,Consensus Lineage
ZOTU30,0,0,159,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,1,0,1,0,0,1602,0,0,0,0,189,0,60,0,0,0,0,0,0,78,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,406,0,0,0,0,0,0,0,193,0,0,1,322,1,0,0,0,163,0,93,0,0,0,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Sylviidae; g__Sylvia; s__Sylvia_atricapilla
ZOTU203,0,0,18,0,184,0,0,62,56,0,0,32,101,0,0,0,1,1,21,110,1,31,0,1,0,0,0,0,0,17,0,0,74,0,0,117,0,0,0,29,28,0,63,0,14,32,0,67,0,66,0,2,0,53,43,0,0,1,0,0,45,19,82,72,0,70,0,0,0,0,0,0,127,8,0,0,0,26,52,0,1,0,28,0,0,0,0,0,0,0,0,0,30,0,0,61,0,40,6,0,0,34,0,0,40,0,1,0,27,0,0,0,1,19,1,0,187,0,12,31,0,16,0,0,0,0,74,0,0,0,0,0,65,0,36,6,21,68,44,14,23,0,1,0,71,0,0,0,0,0,0,68,1,0,46,0,0,0,44,267,9,0,0,0,0,0,0,14,0,25,38,52,0,115,0,0,49,70,38,0,0,0,0,28,1,0,0,119,32,0,1,46,0,0,50,1,0,0,0,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,38,1,0,0,0,0,0,54,0,0,47,30,0,26,0,5,0,49,1,0,0,0,42,0,1,0,0,0,89,0,0,0,0,10,0,0,0, k__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__; s__
ZOTU32,0,0,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,109,1342,0,0,0,183,0,940,1,0,1,0,1,0,0,0,240,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,112,0,470,0,0,0,0,122,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,254,484,0,0,0,0,0,0,1,0,0,0,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0,201,0,1,0,0,0,0,0,0,0,0,70,0,0,0,0,152,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Cisticolidae; g__; s__
ZOTU161,0,0,5,0,30,0,0,11,19,0,0,14,28,0,0,0,0,0,7,24,0,5,0,0,0,0,0,0,0,6,0,0,10,0,0,18,0,0,0,5,3,0,11,0,5,11,0,18,0,17,0,0,0,5,1,0,0,0,0,0,10,6,24,11,0,18,0,0,0,0,0,0,24,2,0,0,0,12,6,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,16,0,1,5,0,0,8,0,0,10,0,0,0,7,0,0,0,0,1,0,0,35,0,1,16,0,7,0,0,0,0,20,0,0,0,0,0,14,0,12,2,6,16,10,1,2,0,0,0,11,0,0,0,0,0,0,21,0,0,5,0,0,0,4,66,1,0,0,0,0,0,0,1,0,1,4,6,0,24,0,0,13,15,7,0,0,0,0,4,0,0,0,18,7,0,0,9,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,12,0,0,8,4,0,2,0,0,0,9,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,2,0,0,0, k__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__Bos_taurus
ZOTU66,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,319,0,0,0,0,2,1,0,0,189,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__; g__; s__
ZOTU101,0,0,6,0,32,0,0,5,5,0,0,6,16,0,0,0,0,0,4,17,0,1,0,0,0,0,0,0,0,5,0,0,6,0,0,12,0,0,0,2,3,0,3,0,3,7,0,14,0,13,0,1,0,1,2,0,0,0,0,0,9,2,7,8,0,14,0,0,0,0,0,0,6,2,0,0,0,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,11,0,4,1,0,0,3,0,0,11,0,0,0,3,0,0,1,0,0,0,0,16,0,3,3,0,2,0,0,0,0,15,0,0,0,0,0,12,0,10,3,3,21,11,2,5,0,0,0,13,0,0,0,0,0,0,10,0,0,9,0,0,0,6,57,2,0,0,0,0,0,0,1,0,4,9,3,0,14,0,0,2,3,2,0,0,0,0,3,0,0,0,13,3,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,0,0,4,4,0,2,0,0,0,7,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,3,0,0,0, k__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__; g__; s__
ZOTU180,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,112,0,0,0,0,26,0,2,0,1,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,0,0,27,0,0,0,0,8,0,8,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Sylviidae; g__Sylvia; s__
ZOTU150,0,0,0,441,0,0,1,0,0,0,0,1,0,0,7,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,1,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,128,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Mammalia; o__; f__; g__; s__
ZOTU48,0,0,0,277,0,645,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__Cypriniformes; f__Cyprinidae; g__Mystacoleucus; s__Mystacoleucus_marginatus
ZOTU139,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__Siluriformes; f__Clariidae; g__; s__
ZOTU6,0,0,0,1,135,0,0,4,7,3241,7,8844,7750,9,29,2,2,1,3,440,1487,1,0,4,2211,6,2,7,2,1,0,1,577,4,1,0,0,3,1213,2140,3222,2652,4322,6,2,3,538,742,880,1,2938,2,0,253,5,2,9,3,0,1,0,846,0,4,0,0,0,0,3,1301,1294,5,1,1,6194,0,0,2,1030,2,2,0,0,1,2,3,3,3,1,2,0,1,0,7338,4449,1,0,1,1141,1137,1,4,4,2,0,1,2511,68,0,0,1,0,0,975,228,10,1156,1,2,0,2,35,1,1471,7,0,0,1126,2186,5784,7,4,3,0,170,52,1348,1,0,0,0,3555,5,8,12,6,3,0,694,0,1,1,0,0,3,453,2705,4378,8083,10,5,1,699,517,3392,626,41,0,0,0,0,1,7,4881,2,0,2,2,3538,7,1879,3632,0,1,1,1096,1,0,0,2,3,3525,4069,1607,3385,3465,0,2,273,2,2,1,0,0,1,2,226,341,3,0,5,10,8,6,3293,16261,3,0,1,883,1,6,4,1,1,4,2420,342,7,4125,4,0,3,6220,66,1722,3,1,2,0,3182,1,0,5,1,2,5,1552,1400,897,4419,3, k__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Cottidae; g__Cottus; s__Cottus_gobio
ZOTU35,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,1,0,0,0,0,0,218,1,0,0,0,0,0,319,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,279,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Percidae; g__Perca; s__Perca_fluviatilis
ZOTU219,0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,18,0,1,1,0,12,0,0,0,9,1,4,0,1,0,0,0,0,0,2,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,1,0,1,0,12,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, k__Eukaryota; p__Chordata; c__; o__; f__; g__; s__
ZOTU13,0,0,0,53,0,0,0,130,0,0,45,2,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,133,0,5,2,101,0,0,0,0,0,0,0,0,0,4,5,3,12758,84,12,6,130,1,5,7,80,0,4,1,0,0,0,1,1,0,0,0,57,0,0,0,0,0,0,80,0,0,0,2,0,0,0,0,0,0,43,1,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,59,5,11,0,0,1,0,82,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,82,0,0,8,3,0,0,474,0,0,0,0,0,0,0,7,35,64,3,92,0,1,0,0,0,0,0,0,0,0,0,65,34,0,0,0,0,0,2,641,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,6,3,9,2,4,7423,8,41,1,0,0,4,1,1,0,0,0,100,1,2,0,0,0,0,0,3,5,0,21,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,128,0,0,0,0,3,1,0,0, k__Eukaryota; p__Chordata; c__Mammalia; o__; f__; g__; s__
ZOTU233,0,0,0,0,4,0,0,0,0,47,0,155,140,0,2,0,0,0,0,10,19,0,0,0,45,0,0,0,0,0,0,0,10,0,0,0,0,0,22,25,38,39,86,0,0,0,14,8,8,0,44,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,14,14,0,0,0,71,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,64,0,0,0,20,16,0,0,0,0,0,0,43,0,0,0,0,0,0,2,5,1,18,0,0,0,0,1,0,27,0,0,0,13,39,70,0,0,0,0,1,1,31,0,0,0,0,55,0,0,0,0,0,0,11,0,0,0,0,0,0,6,35,62,99,0,0,0,15,2,55,13,0,0,0,0,0,0,0,79,0,0,0,0,61,0,15,180,0,0,0,19,0,0,0,0,0,36,58,24,52,97,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,58,178,0,0,0,11,0,0,0,0,0,0,27,8,0,58,0,0,0,81,0,24,0,0,0,0,44,0,0,0,0,0,0,27,19,19,75,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Cottidae; g__Cottus; s__Cottus_gobio
ZOTU93,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__; f__; g__; s__
ZOTU217,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__; o__; f__; g__; s__
ZOTU9,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,0,0,0,0,0,0,19,31,0,0,0,0,0,0,18,0,0,0,0,0,0,11,12,0,0,0,0,0,0,6,0,0,0,0,0,0,20,33,0,0,0,0,0,0,20,0,0,0,0,52,0,3,6,0,0,0,0,0,0,4,0,0,0,0,0,0,8,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,0,21,0,0,0,0,0,0,20,22,57,19,28,26,40,20720,12,14,14,6,6,24,11769,21,51,17,26,27,40,18930,10,23,17,10,17,22,19354,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,41,27,18,20,31,23,24,44,29,25,27,39,30, k__Eukaryota; p__Chordata; c__Actinopteri; o__; f__; g__; s__
ZOTU209,0,0,0,0,0,0,0,15,0,0,0,0,1,0,44,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,143,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,258,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,97,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,31,0,7,0,0,4,0,0,0,0,0,1,5,0,0,0,14,0,0,9,0,0,0,0,0,11,8,13,0,0,0,10,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6,0,6,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__; f__; g__; s__
ZOTU99,0,0,0,0,0,0,0,167,0,0,0,0,0,0,7,0,0,0,0,0,1,22,0,0,0,148,0,0,0,0,0,109,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,773,0,0,0,5,0,0,0,0,0,0,0,0,108,0,0,14,0,0,0,0,32,1,14,0,0,0,0,88,0,0,0,0,0,6,0,0,0,0,1,0,0,393,234,0,9,0,0,0,0,0,0,0,0,182,0,7,0,0,69,0,0,0,0,0,4,6,0,0,0,13,0,0,7,0,0,14,0,0,128,10,19,0,0,0,395,0,1,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,105,0,13,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__; f__; g__; s__
ZOTU11,0,0,0,0,0,0,0,30,5141,0,2,1,248,1,15,0,3,2,0,0,0,1,5845,2,4,0,0,2,0,212,274,1,1,1,1,1,0,27,115,0,0,0,1,0,1728,1,0,1,0,0,1,0,334,216,0,28,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,1,0,19,115,0,1,0,0,0,0,3179,1,0,0,4,3,0,438,0,0,1,1,0,1,0,1,151,12,4070,0,0,1,0,1,0,1,0,0,0,0,0,12,0,2,0,357,0,0,0,0,0,0,0,0,155,159,0,65,0,0,1,0,0,0,1,0,0,0,1,129,0,2,0,0,0,0,0,0,21,0,0,0,3,190,0,0,0,664,0,0,0,0,0,0,0,0,1,1,0,0,0,1324,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0, k__Eukaryota; p__Chordata; c__Amphibia; o__Anura; f__Bufonidae; g__Bufo; s__Bufo_bufo
ZOTU211,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,99,0,1,0,0,0,0,4,0,1,0,0,0,86,0,0,0,0,0,1,0,10,162,0,0,0,0,1,0,1,0,0,0,215,0,97,0,0,2,0,0,0,0,0,0,2,0,0,0,87,0,0,6,0,0,146,0,0,577,12,125,0,0,0,12,0,4,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,8,0,117,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Actinopteri; o__; f__; g__; s__
