,Lasker18Sc122_3_D0052_UU,Lasker18Sc122_5_D0053_UU,Lasker18Sc122_17_D0057_UU,Lasker18Sc122_19_D0058_UU,Lasker18Sc123_3_D0063_UU,Lasker18Sc123_5_D0064_UU,Lasker18Sc123_17_D0068_UU,Lasker18Sc123_19_D0069_UU,Lasker18Sc124_3_D0073_UU,Lasker18Sc124_5_D0074_UU,Lasker18Sc124_17_D0078_UU,Lasker18Sc124_19_D0079_UU,Lasker18Sc126_3_D0085_UU,Lasker18Sc126_5_D0086_UU,Lasker18Sc126_17_D0090_UU,Lasker18Sc127_3_D0095_UU,Lasker18Sc127_5_D0096_UU,Lasker18Sc127_17_D0100_UU,Lasker18Sc127_19_D0101_UU,Lasker18Sc128_3_D0105_UU,Lasker18Sc128_7_D0107_UU,Lasker18Sc128_16_D0110_UU,Lasker18Sc128_19_D0111_UU,Lasker18Sc129_3_D0116_UU,Lasker18Sc129_5_D0117_UU,Lasker18Sc129_17_D0121_UU,Lasker18Sc129_19_D0122_UU,Lasker18Sc130_3_D0127_UU,Lasker18Sc130_5_D0128_UU,Lasker18Sc130_17_D0132_UU,Lasker18Sc130_19_D0133_UU,Lasker18Sc132_3_D0137_UU,Lasker18Sc132_5_D0138_UU,Lasker18Sc132_17_D0142_UU,Lasker18Sc132_19_D0143_UU,Lasker18Sc133_3_D0147_UU,Lasker18Sc133_5_D0148_UU,Lasker18Sc133_17_D0152_UU,Lasker18Sc133_19_D0153_UU,Lasker18Sc134_3_D0158_UU,Lasker18Sc134_5_D0159_UU,Lasker18Sc134_17_D0163_UU,Lasker18Sc134_19_D0164_UU,Lasker18Sc135_17_D0173_UU,Lasker18Sc135_19_D0174_UU,Lasker18Sc145_3_D0219_UU,Lasker18Sc145_5_D0220_UU,Lasker18Sc145_17_D0224_UU,Lasker18Sc145_19_D0225_UU,Lasker18Sc150_3_D0229_UU,Lasker18Sc150_5_D0230_UU,Lasker18Sc150_17_D0234_UU,Lasker18Sc150_19_D0235_UU,Lasker18Sc151_3_D0240_UU,Lasker18Sc151_5_D0241_UU,Lasker18Sc151_17_D0245_UU,Lasker18Sc151_19_D0246_UU,Lasker18Sc153_3_D0250_UU,Lasker18Sc153_5_D0251_UU,Lasker18Sc153_17_D0255_UU,Lasker18Sc153_19_D0256_UU,Lasker18Sc154_3_D0260_UU,Lasker18Sc154_5_D0261_UU,Lasker18Sc154_17_D0265_UU,Lasker18Sc154_19_D0266_UU,Lasker18Sc158_3_D0270_UU,Lasker18Sc158_5_D0271_UU,Lasker18Sc158_17_D0275_UU,Lasker18Sc158_19_D0276_UU
ASV_56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,11,0,0,2,3,3,19
ASV_57,200,13,54,12,20,2,0,0,23,54,0,2,0,3,0,1,7,15,5,58,87,3,5,5,4,0,0,63,44,1,0,25,60,0,0,21,14,0,3,25,0,1,4,3,19,4531,14377,9,1,119,140,0,0,88,28,0,0,46,124,0,0,55,107,1,9,30,25,0,0
ASV_58,6,13,0,0,5,0,0,0,10,11,0,0,2,0,0,0,2,0,0,4,1,0,0,1,1,1,0,14,20,112,29,6,12,75,54,88,53,15,16,585,439,7,0,35,28,73,41,1,0,126,85,30,12,26,2,58,37,58,78,25,47,9,13,28,17,227,211,14,14
ASV_59,22,32,35,40,25,26,8,6,87,144,105,89,8,13,24,11,2,3,20,30,22,65,86,22,29,71,62,476,321,15,2,285,239,212,263,172,126,55,45,10,12,80,101,5,1,475,273,0,6,43,27,17,22,11,37,4,3,149,194,4,0,172,116,76,126,131,137,44,33
ASV_60,679,1204,0,11,6455,5596,13,1,146,278,5,3,2690,1587,6,1305,1528,2,1,301,483,1,0,69,88,0,0,1534,1270,1,3,785,700,2,1,1072,1150,1,3,160,113,4,3,4,0,1194,460,2,1,858,772,1,2,1257,579,3,0,640,882,4,0,1340,1339,7,4,504,427,2,0
ASV_61,15,24,223,87,5,1,0,2,18,24,21,20,40,26,162,24,18,241,135,63,99,77,278,173,684,222,161,0,1,7,66,2,1,27,80,12,9,0,3,13,25,3,0,330,226,3,1,0,6,41,178,2721,1156,5,1,735,5829,13,22,206,165,6,5,613,243,93,327,793,528
ASV_62,161,146,0,0,878,831,3,3,264,368,4,9,299,191,4,220,290,0,2,393,541,0,0,16,15,0,5,1680,1142,0,0,1312,840,0,0,1478,1283,2,6,37,8,3,2,2,0,1645,631,1,0,1232,1218,3,2,2317,903,0,0,1238,1936,2,4,2299,1364,3,1,1789,1255,0,0
ASV_63,10,4,42,18,227,239,15,22,0,0,1,0,1,0,0,0,0,0,2,2,3,2,6,8,7,0,1,35,49,31,42,36,25,295,306,53,35,47,80,88,69,919,960,140,71,135,56,11,16,120,98,84,20,25,9,230,548,144,146,256,362,23,28,126,257,194,203,342,161
ASV_64,2,14,11,5,63,68,199,346,1,3,0,0,17,20,24,15,22,20,11,7,8,21,30,5,5,42,78,40,34,26,30,29,12,792,741,33,56,2670,4379,109,79,924,1250,79,64,19,18,438,849,88,61,686,339,16,4,150,282,152,127,160,161,16,20,703,1035,57,78,595,354
ASV_65,36,43,232,236,17,27,14,23,0,0,22,33,8,10,25,5,5,14,12,2,0,57,151,49,102,63,34,17,12,18,3,13,17,182,137,43,61,24,24,68,65,317,140,0,2,29,22,0,3,204,125,9,2,2,4,3,0,87,69,8,7,3,10,48,45,109,135,15,24
ASV_66,4,35,439,714,127,93,2,3,32,55,254,265,7,0,88,3,13,15,30,17,0,131,216,15,30,77,91,100,35,250,26,37,6,86,121,32,31,2,0,16,4,283,196,6,0,35,7,0,0,94,72,1,9,0,4,2,1,202,126,3,2,11,22,6,36,78,109,8,16
ASV_67,24,32,1,46,0,0,0,11,0,0,1,0,1,0,1,0,2,87,5,1,0,1,9,0,0,0,7,52,177,117,60,0,1,449,378,4,2,624,2146,0,1,1767,1565,906,303,2,28,1707,2073,2,1,99,517,2,0,57,88,2,0,1,0,0,0,416,135,0,0,459,249
ASV_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1505,38,60,0,1,0,4,2,0,5,1,43,952,352,255,5285,975,7,2,127,3432,13,3,178,646,1,0,17,24,22,28,73,31
ASV_69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,762,1,1,151,2,1,0,165,1695,0,1,18,357,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_70,19,45,58,67,60,41,12,14,13,26,53,44,159,151,113,121,115,7,124,47,54,411,683,96,143,451,924,436,437,3233,1783,251,217,1666,1291,156,155,24,11,586,456,98,42,120,131,154,90,0,5,458,416,42,38,125,107,31,36,846,819,6,10,137,174,836,1124,265,521,197,145
ASV_71,10,17,6,2,6,4,4,11,12,6,8,6,6,0,3,1,3,2,3,1,2,8,4,1,7,6,17,12,13,81,166,7,2,52,73,10,5,28,52,13,6,278,441,281,149,7,1,450,700,12,11,1555,978,4,2,3599,4619,27,13,253,220,7,9,420,533,10,81,2173,1312
ASV_72,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,5,0,0,1268,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3888,8,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
ASV_73,9,0,153,190,2,13,6,8,6,16,99,92,20,102,147,0,28,16,45,19,6,135,146,8,86,64,151,14,15,120,36,6,39,22,55,35,90,2,1,130,53,166,104,50,15,11,12,0,0,37,48,62,45,12,2,0,2,81,43,3,2,14,9,34,138,19,109,65,39
ASV_74,2,5,856,720,16,12,9,1,0,0,12,3,2,0,238,0,0,7,26,0,0,235,464,2,4,100,89,14,10,7,2,0,10,52,27,13,12,1,9,52,46,145,75,0,0,3,0,0,0,84,91,1,0,6,0,1,0,118,176,0,0,8,13,4,13,15,81,13,11
ASV_75,31,13,146,166,18,17,71,158,2,15,25,18,7,1,39,0,3,214,119,18,21,39,60,0,5,48,55,12,10,359,301,16,11,1090,1120,9,17,346,536,8,3,932,1180,871,430,10,3,1475,2711,28,20,1376,1223,28,19,3417,4163,68,36,467,1200,2,20,647,833,65,105,1492,972
ASV_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,5,0,0,38,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,110,0,0,0,758,0
ASV_77,61,44,104,70,18,36,26,57,0,5,11,11,5,3,29,2,8,60,23,5,7,13,17,122,190,28,44,37,83,233,365,50,26,847,733,536,378,4089,6679,1832,1912,1138,1900,1197,707,92,55,562,848,185,164,1864,1175,42,11,3353,4339,88,100,2388,3201,17,13,618,726,77,204,1123,879
ASV_78,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,5,0,0,5,1,4,31
ASV_79,18,20,257,158,160,173,10,2,43,29,132,120,34,25,12,20,22,3,14,13,15,61,110,73,117,94,49,127,142,40,8,73,63,134,93,100,96,26,32,244,149,182,101,17,1,142,76,0,0,220,185,22,11,231,75,6,16,203,240,16,18,163,192,15,55,432,472,9,15
ASV_80,82,76,598,611,10,9,6,9,0,8,20,28,1,0,20,3,4,35,9,0,1,22,61,0,6,40,41,6,13,22,32,25,5,44,29,11,11,89,158,19,27,23,50,35,16,31,8,11,11,30,22,74,25,12,1,68,75,43,28,53,115,11,7,37,43,32,35,70,31
ASV_81,0,0,0,0,29,36,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,1,16,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ASV_82,7,4,151,150,5,2,54,50,0,3,48,65,3,2,244,9,5,86,115,2,3,33,79,6,7,75,144,12,6,82,68,16,6,205,272,86,64,32,69,137,127,402,267,220,87,28,14,16,32,212,182,314,128,13,2,468,960,23,39,733,672,11,17,178,351,155,296,854,298
ASV_83,12,73,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
ASV_84,13,25,34,12,51,41,64,88,4,23,2,0,10,12,69,29,32,141,96,25,49,9,34,18,31,195,165,44,46,24,30,27,29,448,483,71,44,1323,1954,116,129,731,868,83,98,54,11,216,413,117,103,541,305,14,5,86,102,124,123,88,201,23,21,696,740,103,88,572,273
ASV_85,124,169,536,24,56,32,0,1,103,68,364,848,9,31,794,54,44,7238,2108,38,19,930,1465,90,142,995,1297,50,12,75,29,151,198,77,42,80,13,18,7,196,204,137,147,2,6,93,43,3,47,4,99,16,0,56,67,1,0,91,35,2,0,270,233,22,47,77,39,4,8
ASV_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0
ASV_87,2,0,6,0,331,312,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,22,3,8,25,31,1,0,20,85,251,253,38,38,52,86,122,88,622,363,1,5,30,13,9,2,112,131,7,13,44,11,1,0,46,117,0,0,18,44,62,80,82,181,27,20
ASV_88,0,0,7,2,0,0,3,9,0,0,7,1,0,0,38,0,0,0,0,0,0,41,30,0,0,2,2,0,0,0,0,4,0,21,15,0,0,3,2,0,0,43,81,0,0,0,0,7,69,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2
ASV_89,1,4,2,0,50,46,20,10,1,1,8,21,19,4,15,3,6,1,43,13,12,81,145,36,62,110,199,33,30,82,8,10,18,84,74,12,8,5,3,99,56,34,34,9,7,7,9,0,1,37,60,149,95,11,10,18,21,59,75,22,19,26,16,60,166,38,239,64,53
ASV_90,159,159,29,37,154,191,6,12,41,88,5,4,400,258,14,430,463,22,24,78,87,9,36,25,21,36,40,221,318,2,1,249,226,6,4,301,265,10,13,29,30,1,4,3,2,425,138,3,2,189,160,97,20,355,178,23,29,215,278,7,22,330,359,47,58,155,113,21,7
ASV_91,63,164,2,0,22,24,0,0,100,127,0,0,18,7,0,11,14,1,1,66,42,3,3,27,40,10,3,98,81,0,0,135,92,0,0,92,128,0,0,3,0,0,0,0,0,35,23,0,0,60,55,0,0,95,66,0,0,38,46,0,0,181,171,0,0,20,37,0,0
ASV_92,0,0,8,0,48,11,0,0,0,0,0,0,0,0,23,0,6,9,39,0,1,4,0,192,854,75,72,49,8,1,0,16,1,18,5,0,3,46,17,84,3,0,52,0,5,0,0,2,0,0,0,15,1,0,0,2,0,0,0,2,0,0,1,8,2,3,1,15,5
ASV_93,0,0,10,11,3,2,7,4,0,0,18,8,3,0,23,0,0,0,7,0,0,15,54,1,9,3,6,0,2,8,5,0,6,69,91,1,0,19,22,0,2,112,71,0,0,0,8,0,1,0,3,15,8,0,0,0,2,5,1,9,9,0,0,15,26,1,32,14,18
ASV_94,1,0,65,596,0,0,0,0,21,1,1163,847,3,4,167,0,4,1151,174,0,0,204,441,0,0,95,132,0,0,373,0,0,2,24,6,5,57,215,9,0,0,15,1,118,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
ASV_95,0,10,1,8,4,11,0,0,1,5,370,302,9,5,12,4,5,0,13,19,29,106,278,10,18,258,332,11,7,9,1,11,7,104,88,10,2,10,23,105,77,71,43,1,2,15,25,1,4,19,24,19,8,0,7,5,3,17,22,2,0,8,4,13,49,19,63,11,16
ASV_96,353,371,224,612,15,7,0,0,0,360,14,1,15,0,1,0,2,0,3,0,0,0,4,0,55,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_97,2,2,2,1,4,9,1,2,10,15,5,21,0,5,9,6,6,19,21,21,14,208,444,3,1,1026,1498,14,35,142,229,37,18,966,756,84,82,4276,6817,267,286,1133,1815,625,560,92,35,151,298,128,120,1932,1191,41,21,2785,4224,236,246,1084,944,22,19,814,1056,338,261,1298,721
ASV_98,2,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
ASV_99,96,79,2,21,8,4,0,0,1,0,3,0,2,1,0,1,0,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,10,6,6,17,0,0,0,0,0,0,0,1,1,0,28,7,58,13,4,6,81,191,4,3,5,9,0,0,2,6,772,15,16,47
ASV_100,0,1,0,3,0,0,2,1,0,0,3,16,1,1,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,55,10,0,0,0,4,0,1,0,20,1,3,15,5,1,12,2,0,0,0,4,0,108,99,1,0,6,7,1,2,2,0,0,3,49,51,32,54,268,152
ASV_101,0,2,4,0,37,41,12,4,0,4,45,36,3,3,28,8,7,8,111,11,19,304,596,24,34,365,891,6,2,39,4,6,1,29,18,5,2,3,1,1,7,26,36,1,4,5,1,0,0,11,0,11,1,14,0,0,0,15,16,0,0,5,1,12,27,13,7,10,7
ASV_102,0,0,3,9,11,8,3,2,18,10,78,98,6,10,86,12,12,11,103,17,27,297,503,16,31,196,324,12,12,179,60,8,7,93,76,7,6,2,0,35,26,5,2,14,11,0,0,1,0,37,41,267,167,7,2,69,70,53,41,12,7,4,2,168,454,59,347,321,258
ASV_103,13,28,8,7,14,4,0,2,10,44,0,0,6,5,2,6,12,5,8,0,0,9,39,2,7,4,9,181,87,9,0,100,59,11,27,48,36,0,3,15,4,16,33,2,2,26,11,0,0,33,29,12,6,38,11,0,2,25,23,2,0,26,10,19,15,91,146,5,5
ASV_104,548,732,0,0,23,16,0,0,238,283,10,6,605,329,5,1419,1396,2,3,5091,5945,10,0,20,19,1,0,3,0,0,0,26,1,0,0,1,0,0,0,1,0,0,3,1,0,0,3,0,0,0,19,0,0,0,21,0,0,1,1,0,0,63,44,2,0,0,0,1,0
ASV_105,2,1,0,3,3797,2652,18,40,1,0,0,2,8,0,0,0,0,7,0,2,2,0,0,51,0,0,0,0,2,0,1,0,0,0,0,102,49,0,0,14,69,0,8,1,0,2,63,0,36,0,1,0,0,0,36,0,0,45,1,1,1,40,168,0,8,0,36,26,0
ASV_106,2,19,0,5,1,4,1,8,17,7,12,23,1,0,10,0,3,42,37,2,1,47,89,5,30,9,46,7,21,148,139,19,41,160,147,36,25,116,102,34,60,262,240,464,401,43,15,461,506,52,60,901,957,2,16,489,465,44,79,729,943,27,35,437,518,115,80,564,375
ASV_107,144,185,9,1,85,106,0,1,37,28,6,0,108,45,0,48,54,0,0,29,28,0,0,20,40,0,0,395,388,1,1,365,293,3,1,363,386,8,11,354,273,7,1,0,0,421,144,5,7,216,183,3,3,648,326,2,1,131,242,1,3,590,514,7,5,145,104,0,0
ASV_108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12,0,0,0,0,0,4,14,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,318,493,1,2,31,11
ASV_109,0,4,0,0,0,0,949,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,188,0,2,5,0,0,1,0,0,0,0,0,2,0,5,2,0,0,1,1,497,2067
ASV_112,69,92,69,88,67,53,0,4,178,152,262,210,28,29,31,12,17,3,17,36,46,98,148,118,146,128,65,191,99,23,3,137,90,24,14,449,329,6,17,79,84,33,18,0,3,149,54,1,0,78,49,12,16,138,61,7,4,145,206,16,14,99,108,12,23,156,256,22,26
ASV_114,17,22,379,583,18,18,328,340,3,7,0,3,0,0,62,13,5,92,147,16,3,157,194,8,24,155,209,188,79,357,524,118,36,443,290,61,50,0,19,164,106,183,169,409,446,59,18,154,402,154,161,284,264,25,11,74,96,145,258,37,25,18,30,536,899,128,236,523,608
ASV_115,11,24,2,1,9,7,0,1,3,11,1,0,8,8,0,3,3,0,2,13,14,0,0,2,1,0,0,74,65,0,1,1423,59,0,0,390,302,0,1,6,10,1,5,0,0,62,21,0,0,1896,2080,16,4,358,157,5,0,816,1025,0,0,503,650,3,10,70,157,0,0
ASV_116,1,1,60,87,2,4,4,10,0,0,0,6,0,1,77,1,0,63,191,0,2,80,163,0,1,100,170,24,34,73,128,6,9,253,231,28,27,198,174,90,109,365,615,72,51,14,8,41,64,45,59,184,98,12,4,95,131,104,107,45,13,4,10,297,314,28,49,164,119
ASV_117,2,2,18,12,25,21,6,5,13,29,182,162,12,1,7,7,6,2,0,32,41,0,9,9,13,21,34,25,18,15,20,10,16,26,22,24,22,16,21,23,32,12,3,59,63,18,10,7,12,34,16,184,142,9,10,394,547,32,48,387,458,18,14,46,71,48,45,113,100
ASV_118,9,39,1,3,0,0,1,0,0,0,42,57,1,0,221,1,0,117,120,2,0,8,40,2,3,12,53,1,1,82,83,1,0,2,7,0,0,4,0,0,0,8,3,2,7,0,4,0,0,2,0,1,4,0,1,0,2,0,2,0,0,0,2,39,50,1,1,29,33
ASV_119,153,105,40,59,294,281,178,268,121,189,301,284,73,93,60,81,108,116,97,48,37,26,42,176,230,235,245,113,171,5,9,87,71,18,6,148,123,19,64,43,38,12,13,19,10,137,32,2,4,59,79,66,36,84,51,56,68,112,112,54,58,65,82,36,47,84,66,37,11
ASV_120,0,0,0,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0
ASV_122,0,0,0,0,1,0,0,0,0,0,105,148,0,0,17,0,0,0,16,0,0,4,4,0,0,0,0,0,0,1,5,0,0,16,5,12,0,74,110,12,12,21,23,0,0,0,0,0,15,0,1,23,5,1,0,0,0,0,0,0,0,0,0,53,31,0,0,38,22
ASV_123,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,2,0,0,3,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,7,5,43,19,1,2,45,48,3,13,12,14,2,3,16,12,0,5,20,14
ASV_125,27,34,1993,2214,6,2,1,2,7,13,78,80,4,4,19,4,5,40,15,3,3,58,69,8,26,48,48,3,1,6,0,1,2,0,0,1,0,0,0,2,0,0,0,7,0,2,1,0,3,1,6,0,0,3,0,3,1,7,5,0,0,5,2,0,0,1,0,0,0
ASV_126,0,1,1,0,31,21,16,3,2,10,0,0,110,80,6,95,75,1,9,60,55,17,40,77,96,80,34,4,7,8,9,8,9,23,52,7,5,2,3,37,50,2,2,12,11,12,6,4,6,56,64,23,36,15,7,85,155,30,46,26,23,6,27,47,53,117,428,152,103
ASV_128,6,8,0,0,0,5,10,1,0,0,0,0,0,2,2,0,1,1,5,0,0,1,0,0,2,3,6,61,59,38,21,29,34,831,797,73,36,373,388,449,372,1012,868,143,78,58,17,297,989,154,148,970,469,18,33,951,1548,228,292,1855,2500,33,21,773,1173,115,252,1293,910
ASV_129,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,0,0,0,2,2,6
ASV_130,0,0,0,0,0,0,11,4,2,7,0,1,0,0,11,0,0,0,2,5,5,3,8,1,4,0,4,0,0,0,1,0,0,3,2,0,0,1,0,8,1,0,1,0,0,0,3,0,0,0,1,1,0,0,0,8,0,1,0,2,0,0,0,1,2,2,0,4,1
ASV_131,0,1,512,658,0,2,7,6,0,5,57,28,0,2,77,0,0,6,23,6,3,211,470,11,8,106,93,0,0,28,8,0,0,5,0,3,0,0,0,2,0,1,0,1,2,1,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,10,0,0,0,1,0,0,0
ASV_132,9,10,115,168,22,9,6,4,5,8,234,194,1,2,50,5,3,2,21,12,4,81,116,3,6,98,137,11,15,26,1,17,10,112,104,21,15,12,11,65,64,414,370,1,0,8,4,1,0,45,34,2,2,17,2,10,3,27,32,1,2,18,17,10,23,25,51,6,7
ASV_133,89,176,151,105,119,110,24,51,30,21,12,11,16,7,306,10,9,305,347,17,15,52,47,56,46,161,452,138,164,695,691,170,102,1007,871,323,396,366,268,74,94,365,587,180,166,125,39,28,60,205,233,250,117,14,19,75,220,677,630,20,19,54,84,1450,1634,563,668,419,317
ASV_134,5,0,0,0,4,0,47,29,0,0,11,16,0,0,12,0,1,7,27,0,3,21,34,63,34,68,158,0,0,15,5,0,0,23,42,0,0,39,64,26,8,8,18,4,2,0,0,0,0,3,0,57,29,0,0,18,18,0,0,2,1,0,0,28,57,12,39,37,38
ASV_135,4,1,8,0,0,1,6,14,0,0,2,0,1,0,7,2,2,6,2,0,0,6,13,1,4,8,10,0,0,28,31,6,0,115,124,0,3,20,35,0,5,184,260,99,64,0,1,282,360,2,7,584,415,1,0,1194,1461,2,0,406,366,10,8,350,416,1,24,737,444
ASV_136,2,2,1,17,0,0,28,25,0,0,0,1,0,0,0,0,0,0,3,1,0,9,0,0,0,0,35,4,0,328,178,0,0,372,393,0,1,18,18,0,0,25,2,54,43,0,9,2,20,1,5,24,22,0,0,3,6,0,4,0,0,0,0,16,90,0,10,93,40
ASV_138,0,0,0,0,0,1,485,913,0,0,0,87,0,0,29,0,0,254,90,1,0,0,0,462,1,1,0,2,0,192,290,1,0,0,72,3,1,0,291,0,1,50,0,473,149,2,1,303,361,7,0,1,454,0,0,0,0,0,0,548,185,0,0,0,0,0,0,109,0
ASV_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3,54,0,0,0,0,0,0,61,4,0,0,2,13,0,0,0,4,0,0,3,4,0,0,9,3,15,2,0,0,0,0,5,1,15,28,1,0,2,10,326,758,437,1,1,0,15,2,48,6,5,48
ASV_140,18,77,0,10,18760,14182,15,0,129,185,0,12,729,529,0,527,473,0,0,279,317,0,0,193,275,0,0,76,50,0,0,36,34,0,0,417,363,0,0,11,12,1,3,3,0,140,88,1,0,149,167,8,0,60,18,0,0,61,89,3,0,365,351,0,0,31,33,3,0
ASV_141,0,0,0,4,3316,2446,9,39,1,1,0,1,3,0,0,0,0,5,0,1,5,0,0,53,0,0,0,3,0,0,0,0,0,2,0,122,54,0,0,15,67,3,4,0,0,5,37,0,20,0,0,0,0,0,50,0,0,44,0,0,0,12,148,1,8,1,42,13,0
ASV_142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,2,4,4,3
ASV_143,25,10,8,11,237,169,0,0,1,5,0,0,13,3,0,6,4,0,0,3,2,1,2,19,32,2,0,100,104,44,20,42,28,74,65,70,64,5,0,130,138,6,2,17,24,90,13,0,4,142,110,53,33,57,24,50,101,117,132,93,85,44,38,59,88,250,220,57,44
ASV_144,39,82,349,475,64,52,6,6,7,14,50,42,2,0,40,1,7,4,14,3,2,84,116,3,8,60,51,18,26,33,7,13,13,78,75,23,6,8,13,16,14,142,123,1,1,5,7,0,0,44,30,6,11,9,12,0,1,63,66,0,1,14,10,7,10,13,26,3,8
ASV_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_146,3,2,2,0,54,51,15,18,2,3,0,0,4,8,0,9,10,0,2,0,0,1,0,11,18,5,0,3,4,96,85,3,10,147,165,5,6,0,1,31,24,11,1,43,30,3,2,2,7,36,42,200,133,7,9,75,190,36,40,17,24,9,6,548,1510,46,280,841,533
ASV_147,135,99,0,0,16,8,0,0,47,89,104,53,10,0,0,17,5,0,0,67,97,0,0,14,1,0,0,12,27,0,0,8,27,0,0,53,31,0,0,12,3,0,0,0,0,14,2,0,0,68,56,6,0,19,1,2,0,86,65,0,0,29,24,0,18,0,3,0,0
ASV_148,29,16,1,0,2,5,1,0,0,0,4,3,767,70,0,67,3,0,1,12,5633,11,4,7,49,0,0,0,0,0,1,0,1,0,0,0,2,0,0,12,25,0,0,0,31,0,0,0,0,0,194,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV_149,134,163,50,66,7,10,0,2,14,55,0,0,0,12,0,0,1,0,0,29,52,2,2,50,46,4,11,0,7,0,0,1,9,3,4,9,8,0,2,15,9,0,0,0,7,0,0,0,0,11,17,0,3,0,0,0,3,28,0,0,0,1,5,0,0,25,19,0,0
