hash,Domain,Phylum,Class,Order,Family,Genus,Species
61c1ddcbc1c50aa6ba52a31e220a9e5d,d__Bacteria, p__Planctomycetota, c__Pla3_lineage, o__Pla3_lineage, f__Pla3_lineage, g__Pla3_lineage, s__uncultured_Planctomycetaceae
69476c52da00872cf1af88b538fb03ba,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__uncultured,
6b65ac971459c9fc43e6273d37b40a9c,d__Bacteria, p__Desulfobacterota, c__uncultured, o__uncultured, f__uncultured, g__uncultured, s__uncultured_delta
738f569d40714da444b46aae936ad8ee,d__Bacteria, p__Planctomycetota, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__CL500-3, s__uncultured_Phycisphaeraceae
768aac3e19533c0a131b040d1a9c10e3,d__Bacteria, p__Chloroflexi, c__JG30-KF-CM66, o__JG30-KF-CM66, f__JG30-KF-CM66, g__JG30-KF-CM66, s__marine_metagenome
824a206d19f32ece9778ea068888cfa1,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II, s__metagenome
831f87eb99aebd6f284301e0920c105a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__KI89A_clade, f__KI89A_clade, g__KI89A_clade,
8e0db817bd780d615d31bf81cd18327a,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B),
96b398d3913d1ad8435b15de3902802c,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Cyanobium_PCC-6307,
991189accf04c5c59ad4f35e1ca0c3bf,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
9a0c776668a84b35a7b67b3e65cac7ec,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Arctic97B-4_marine_group, f__Arctic97B-4_marine_group, g__Arctic97B-4_marine_group, s__marine_metagenome
9a1ce62d2680031cb3f7bc48ec4819cd,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
9b0a8168e055afcd97ce5fea627868ff,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade,,,
9b306ec49cfaa508e12cd6cdf2b6c0c1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__uncultured_Alphaproteobacteria
9e15ed34e19764f40a596cb94f5a510c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__EPR3968-O8a-Bc78, f__EPR3968-O8a-Bc78, g__EPR3968-O8a-Bc78, s__uncultured_marine
a0f2c5b2b64cbd6b74541a916fa33c00,d__Bacteria, p__Planctomycetota, c__OM190, o__OM190, f__OM190, g__OM190, s__marine_metagenome
aabea58395d29aad5fe4f44fc09d556c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Defluviicoccales, f__uncultured, g__uncultured,
af4d7a9c189f0c0c865123a09262f7f6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
b2b1557bc86c310e5f4f0dc0a9501727,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Litoricolaceae, g__Litoricola,
b8b5dd78573596390b20fec89005819d,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
bc990a03326aee7dfc2361f25dd1edc2,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
c0208e5263c2147d38b7e66987486bf1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia,
c2dd07f9d37ac9657db20da1615bb46f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__S25-593, g__S25-593, s__marine_metagenome
c378ab6277f1c70753b6cb443651c17d,d__Bacteria, p__Actinobacteriota,,,,,
c6b379dcd6373b1e4182ccf2d0595603,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
c6c9585e8837e953a0821a1d57335160,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_prymnesiophyte
ceae640c9de2ec9764ae94c4276b011e,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II, s__Marine_group
cef14cd4793945ba11895cd285c733b5,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__metagenome
d1ac7e4003beed7e1133b7c0af283073,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade),
d1b20594b7853a278e32962deaca3d68,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Magnetospiraceae, g__Varunaivibrio, s__uncultured_marine
d508cb6d695e8fc3dfaf4a077d13a9aa,d__Bacteria, p__Nitrospinota, c__Nitrospinia, o__Nitrospinales, f__Nitrospinaceae, g__LS-NOB,
da605e50213fce172dd968fb71e500bd,d__Bacteria,,,,,,
dd8eab860b2d332413b540e9f7de1e28,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__Pelagibacteraceae_bacterium
ea40bc8b8d2694d938ba30d7d3b5aeac,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__uncultured, f__uncultured, g__uncultured, s__uncultured_bacterium
ec0291a88466cc902945f2801af09146,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales,,,
ec3e20acdcad4f8c0eb9831da7764910,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,
efd8777a809add60479982123c1aaed7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
f0ef6052eede17bc7b4493a1200d24d7,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bacteriovoracales, f__Bacteriovoracaceae, g__uncultured, s__marine_metagenome
f7c6c058d54669d078782e1db42ee282,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__OCS116_clade, g__OCS116_clade, s__uncultured_organism
010d05e9932944bbbc1894070967d72b,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__uncultured,
06efba635bd3742b5a974e033bec3d50,d__Archaea, p__Crenarchaeota, c__Nitrososphaeria, o__Nitrosopumilales, f__Nitrosopumilaceae, g__Candidatus_Nitrosopelagicus,
076ba79606f2fa659537d6af7739d856,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Magnetospiraceae, g__uncultured, s__uncultured_Rhodospirillaceae
0f440a69ea00707a20612e459d4110f9,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bacteriovoracales, f__Bacteriovoracaceae, g__Peredibacter,
112b16a4159be6a4ac01ebd72b540f8c,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__uncultured_bacterium
13a2b19105e4fc057597f702aa5276ec,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Vibrionaceae, g__uncultured, s__Paraphotobacterium_marinum
16aba91631be1db313c85ed3929afdc6,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Microtrichaceae, g__Sva0996_marine_group,
16c7762f4e32e5ad78d422a0d7d479fb,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Chitinophagales, f__Saprospiraceae, g__uncultured, s__uncultured_bacterium
18783e64d007243e3299583bb9580e2c,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
19ce5fc70cac86a54de8602c189b6f9c,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
1c697bdf07e2c55eef54f89010ac7665,d__Bacteria, p__Desulfobacterota, c__Desulfuromonadia, o__PB19, f__PB19, g__PB19,
1e7178740fc32f45aaa286538c0db528,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__SAR116_clade, s__marine_metagenome
23f0df3a2e9ea96ce91f0a66c80afa8e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Magnetospiraceae, g__uncultured,
249a37a9c1e764c3a29103e0ea1a00fd,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_bacterium
25245131da2f199c11f00ca2f01f5019,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
2571788cea0d328fba6b7dc1c1eb705f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__alpha_proteobacterium
26eace152bc2d3629abacbb5e94e935a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
277417033c379932d6a001c8c3989714,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__Candidatus_Puniceispirillum, s__Candidatus_Puniceispirillum
28916592caee6e3943be5dc1d812a3b5,d__Bacteria, p__Proteobacteria,,,,,
2beb8686547e93cccd7507600f334556,d__Bacteria, p__Desulfobacterota, c__Desulfuromonadia, o__PB19, f__PB19, g__PB19,
2e88f35f8e2db381dba97dceae1571fe,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade,
302330c7a0e4b7dcf1e86a8571ad844e,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade),
34239e895cfaf69d42656ca68d721c8d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__uncultured, s__marine_metagenome
35a4babbebaa8b265f349871c6e54a10,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
3bb2c822fbe882c41903caa7995133ac,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade,,,
3e4667f9aeaf027ced076ee887fd9073,d__Bacteria,,,,,,
42d048089ad4e46222518f35955e6ec2,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
474e6faa8106bc9c67d5b8653cf4dd6c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group,
4c6d098951f01e2f04106bf910588c82,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_Fibrobacteres/Acidobacteria
505f41de939ab7e7400ee2dbeba04e7d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group, s__hydrothermal_vent
5099cbb157ba28ec17c50a20d56c9ef4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae,,
51bcfda74a5c01636fef3ba34eda4610,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
52c8ff9af8b29644ae70156491f84f46,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B),
53d33fabb6ae0ef88dec8079720dd73c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ib,
54af4a2efd518bd508f1af0352197fd4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__S25-593, g__S25-593,
56c6c85f5a7cee02f6d07b097d75f9bd,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__Alteromonas_macleodii
5da61cd19fab680d460b817873f86940,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__Rhodobacteraceae_bacterium
5fdac86661eb14140f694785d9de58f9,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Arctic97B-4_marine_group, f__Arctic97B-4_marine_group, g__Arctic97B-4_marine_group, s__uncultured_organism
620fb2d23271fbbd8f14755c546ef7be,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS2b_marine_group, s__metagenome
646008cd7474c5a450b8ef1b2e5b1b58,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__Rhodopirellula, s__uncultured_marine
64671f6fcf4166621ccffa0ecbf4722b,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Arctic97B-4_marine_group, f__Arctic97B-4_marine_group, g__Arctic97B-4_marine_group, s__uncultured_verrucomicrobium
66b6b72200d06a094d78ed849d782e80,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__uncultured_bacterium
66f9810ea70b5c809980507e03571fc4,d__Bacteria, p__Dadabacteria, c__Dadabacteriia, o__Dadabacteriales, f__Dadabacteriales, g__Dadabacteriales, s__metagenome
69ef81b5861cfd783b6913e945db2428,d__Bacteria, p__Planctomycetota, c__OM190, o__OM190, f__OM190, g__OM190, s__uncultured_Planctomycetaceae
6cfd0b535c9db7007acc84c8b4a46155,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
6d760f19c7734a49004de13d4cefa984,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__uncultured_marine
7431060cf359707702ae3fa550f4e30e,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__uncultured_Chloroflexi
75a08edd483ddcb6ab38655395e259c6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__S25-593, g__S25-593, s__uncultured_Alphaproteobacteria
777d774932e93bf3efb8050ef410c09e,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
7a322422cacfbd463d75387acf6ea44e,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__OM27_clade,
7a5164a0dacbce3e03cabad2c125a8c1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__OM182_clade, f__OM182_clade, g__OM182_clade, s__uncultured_marine
7ae25e0684486368a76863ef8ebb6838,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Crocinitomicaceae, g__Fluviicola,
7df2c993eea2feba23f14dd47d0fe9dd,Unassigned,,,,,,
85bccc49b7e8a05287c1e1e9aa3eef42,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
8605493d6486c19901c6d1f7495f54c8,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group,
893f9447feaac6fa730fd27dc35d064d,d__Bacteria, p__Nitrospinota, c__Nitrospinia, o__Nitrospinales, f__Nitrospinaceae, g__LS-NOB, s__uncultured_proteobacterium
8d8434f82ace6ccef4edaf849ca7bcda,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__uncultured, s__uncultured_marine
8e1184b5ebc5cf3b5c83db9dacf866a1,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Prochlorococcus_MIT9313,
90f549e41e50ed247b6ac348309165a8,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
973ec2b230c126ec7d351b8e71f4152d,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
98a0037efe4e0e5c1bbe72415c486b37,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HOC36, f__HOC36, g__HOC36,
9ac71c27ece93e8a3c87800b3c4e2969,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__Alteromonas_macleodii
9f9d41ddcf4109181c0cd3473d1bb95e,d__Bacteria, p__Patescibacteria, c__Gracilibacteria, o__Candidatus_Peregrinibacteria, f__Candidatus_Peregrinibacteria, g__Candidatus_Peregrinibacteria, s__uncultured_marine
9fdd0f004547a2240c379103602083a2,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ib, s__uncultured_proteobacterium
a0d15b84afb612ecbe23fb2f9ece86a9,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
a154c65fc2a34f422e2a680304d4a02b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae,,
a4671c971d8acd93245e440f8056cf1e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
aad87d4fec46746867d105fb21ce1e99,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,,,,
ad3318e739cf976772955c8efa541919,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B),
bb1ceb3795cb99b83d2508ef2abdd688,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group, s__hydrothermal_vent
c7ce2ec544070df74d9cd9c532f50178,d__Bacteria, p__PAUC34f, c__PAUC34f, o__PAUC34f, f__PAUC34f, g__PAUC34f, s__uncultured_marine
c98d226eb7c22af8ad5b0539ea8a666f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__uncultured, f__uncultured, g__uncultured, s__uncultured_marine
cc2c13294eaff9299152bd76562ebe9e,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Planctomycetales, f__uncultured, g__uncultured,
d9fcc41001ebf5b2c7991d2cd34afde0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
db9f9184a839f9e919286ac08e68d637,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__unidentified_marine
dfff18bd4f2a3c0327b4c72945f77afb,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__uncultured_Alphaproteobacteria
e00fff22ebe9f8c6919775fe3bb55b6e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
e0abcfec364fcc59828c0212630582ca,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
e1033bda128d1c48075db03de787dc97,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
e293d15178d2c4c8f43437c26cff4594,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
e390b2763011129e45b63cad3bf41153,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__SAR116_clade, s__uncultured_bacterium
e3cf5143aa5b69aded3606f2575f21e3,d__Bacteria, p__Bdellovibrionota, c__Oligoflexia, o__Oligoflexales, f__uncultured, g__uncultured, s__uncultured_bacterium
e6fd77d33af9c453192f64843efe8ccf,d__Bacteria, p__Bdellovibrionota, c__Oligoflexia, o__Oligoflexales, f__uncultured, g__uncultured,
e86c09ce397abe37e47a17df830ceed7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group, s__uncultured_marine
ec8cb1d98d4ff4d75bc5bf66d7a9a488,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II,
eef6680fcd3026c6a36aeaba4f1493a6,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bacteriovoracales, f__Bacteriovoracaceae, g__uncultured, s__uncultured_marine
f139f13882a5a06541d44171d2c23890,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__uncultured_bacterium
f237d3e7f1d4d70d4a9a516eb5d06562,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
f37abafb26d01528678eee80c74b8080,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
f3ab437e4b0a27e2d09019f3e159bdca,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__OCS116_clade, g__OCS116_clade, s__marine_metagenome
f4c48e2d168489ecef921550af99ca5d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II, s__uncultured_organism
f639ab121659266879d0cb5b155f32f3,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__OCS116_clade, g__OCS116_clade,
f6434e32a79997bc4c5d993db15c76bd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__uncultured_bacterium
f6d2c1e1b2bc47ee850bd8339b20cb13,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__OM27_clade, s__uncultured_delta
fc4a4de9c79be32205cc61a843e9bb04,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__uncultured, f__uncultured, g__uncultured,
fcd66f142a00c173db09228a01ffc87a,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_bacterium
02ebfa89c7830a395879b427ec6342f8,d__Bacteria, p__Myxococcota, c__Myxococcia, o__Myxococcales, f__Myxococcaceae, g__P3OB-42, s__uncultured_bacterium
0772d9ee35ee1abff50b7231555f1d78,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_bacterium
0a8a4a09e39fd58bf72b50d024dfbd88,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
0be785a5900435405d327512996504f5,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
10fcbca39fc4a8db15394e805181b1a6,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
