,Lasker18Sc122_3_D0052_VV,Lasker18Sc122_5_D0053_VV,Lasker18Sc122_17_D0057_VV,Lasker18Sc122_19_D0058_VV,Lasker18Sc123_3_D0063_VV,Lasker18Sc123_5_D0064_VV,Lasker18Sc123_17_D0068_VV,Lasker18Sc123_19_D0069_VV,Lasker18Sc124_3_D0073_VV,Lasker18Sc124_5_D0074_VV,Lasker18Sc124_17_D0078_VV,Lasker18Sc124_19_D0079_VV,Lasker18Sc126_3_D0085_VV,Lasker18Sc126_5_D0086_VV,Lasker18Sc126_17_D0090_VV,Lasker18Sc127_3_D0095_VV,Lasker18Sc127_5_D0096_VV,Lasker18Sc127_17_D0100_VV,Lasker18Sc127_19_D0101_VV,Lasker18Sc128_3_D0105_VV,Lasker18Sc128_7_D0107_VV,Lasker18Sc128_16_D0110_VV,Lasker18Sc128_19_D0111_VV,Lasker18Sc129_3_D0116_VV,Lasker18Sc129_5_D0117_VV,Lasker18Sc129_17_D0121_VV,Lasker18Sc129_19_D0122_VV,Lasker18Sc130_3_D0127_VV,Lasker18Sc130_5_D0128_VV,Lasker18Sc130_17_D0132_VV,Lasker18Sc130_19_D0133_VV,Lasker18Sc132_3_D0137_VV,Lasker18Sc132_5_D0138_VV,Lasker18Sc132_17_D0142_VV,Lasker18Sc132_19_D0143_VV,Lasker18Sc133_3_D0147_VV,Lasker18Sc133_5_D0148_VV,Lasker18Sc133_17_D0152_VV,Lasker18Sc133_19_D0153_VV,Lasker18Sc134_3_D0158_VV,Lasker18Sc134_5_D0159_VV,Lasker18Sc134_17_D0163_VV,Lasker18Sc134_19_D0164_VV,Lasker18Sc135_17_D0173_VV,Lasker18Sc135_19_D0174_VV,Lasker18Sc145_3_D0219_VV,Lasker18Sc145_5_D0220_VV,Lasker18Sc145_17_D0224_VV,Lasker18Sc145_19_D0225_VV,Lasker18Sc150_3_D0229_VV,Lasker18Sc150_5_D0230_VV,Lasker18Sc150_17_D0234_VV,Lasker18Sc150_19_D0235_VV,Lasker18Sc151_3_D0240_VV,Lasker18Sc151_5_D0241_VV,Lasker18Sc151_17_D0245_VV,Lasker18Sc151_19_D0246_VV,Lasker18Sc153_3_D0250_VV,Lasker18Sc153_5_D0251_VV,Lasker18Sc153_17_D0255_VV,Lasker18Sc153_19_D0256_VV,Lasker18Sc154_3_D0260_VV,Lasker18Sc154_5_D0261_VV,Lasker18Sc154_17_D0265_VV,Lasker18Sc154_19_D0266_VV,Lasker18Sc158_3_D0270_VV,Lasker18Sc158_5_D0271_VV,Lasker18Sc158_17_D0275_VV,Lasker18Sc158_19_D0276_VV
ASV_2801,0,6,0,0,0,6,0,0,0,0,0,0,3,1,0,7,4,0,0,0,0,0,0,0,3,0,0,5,6,0,0,3,4,0,0,10,0,0,0,5,8,0,0,0,0,1,6,0,0,8,2,0,0,14,9,0,0,8,7,0,0,2,2,2,0,15,1,0,0
ASV_2804,3,1,0,0,1,4,0,0,2,3,0,0,3,4,0,0,17,0,0,3,15,0,0,0,0,0,0,6,2,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,4,6,0,0,5,12,0,0,8,6,0,0,0,0,0,0,4,2,0,0,2,0,0,0
ASV_2806,0,1,0,0,4,7,0,0,1,0,0,0,0,2,0,2,28,0,0,0,3,0,0,1,4,0,0,0,3,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,1,0,0,0,0,0,0,1,2,0,0,5,2,0,0
ASV_2809,3,28,0,0,4,3,0,0,12,13,0,0,3,5,0,5,16,0,0,2,0,0,0,2,3,0,0,10,7,0,0,4,1,0,0,6,12,0,0,3,0,0,0,0,0,5,3,0,0,15,5,0,0,8,4,0,0,8,9,0,0,7,12,0,0,0,0,0,0
ASV_2811,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2813,4,0,0,0,1,1,0,0,4,1,0,0,2,0,0,8,13,0,0,0,2,0,0,0,0,0,0,5,2,0,0,5,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,5,8,0,0,3,9,3,1,3,1,0,0,0,6,3,0,3,2,0,0
ASV_2815,0,9,0,0,0,5,0,0,5,14,0,0,9,6,0,4,30,0,0,3,12,0,0,3,1,0,0,7,23,0,1,2,4,0,0,4,5,0,0,1,0,0,0,0,0,3,1,0,0,9,5,2,2,51,6,3,0,3,7,0,0,1,1,2,1,4,0,0,0
ASV_2817,0,0,0,0,5,2,0,0,0,0,0,0,1,4,0,6,2,0,0,0,7,0,0,0,0,0,0,3,2,0,0,1,3,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,9,5,0,0,5,0,0,0,2,3,0,0,0,0,0,0
ASV_2819,26,30,0,0,1,0,0,0,0,3,0,0,0,3,0,3,2,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,14,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,2,0
ASV_2823,3,2,0,0,4,8,0,0,2,2,0,0,2,6,0,6,8,0,0,0,5,0,0,0,4,0,0,7,13,0,0,8,7,0,0,9,2,0,0,0,6,0,0,0,0,7,3,0,0,1,3,0,0,9,12,0,0,0,2,0,0,5,6,0,0,2,0,0,0
ASV_2830,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2835,3,16,0,1,0,4,0,0,1,4,0,0,0,1,0,2,25,0,0,0,0,0,0,1,3,0,0,4,3,0,0,0,7,0,0,2,6,0,2,0,0,0,0,0,0,0,8,0,0,5,5,0,0,10,4,0,3,2,4,0,0,2,1,0,0,4,0,0,0
ASV_2836,0,0,2,3,0,5,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,15,8,1,1,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,7,0,2,0,0,0,0,2,0,0,0,2,0,3,3,1,0,0,0
ASV_2837,10,2,0,2,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV_2838,0,0,0,0,0,0,307,21,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,209,2,0,0,116,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
ASV_2844,0,2,0,0,1,1,0,0,0,0,0,0,5,5,0,2,9,0,0,1,4,0,0,2,0,0,0,4,6,0,0,6,7,0,0,2,8,0,0,0,2,0,0,0,0,6,2,0,0,1,5,0,0,10,4,0,0,12,3,0,0,3,1,0,0,3,0,0,0
ASV_2849,7,33,0,0,1,2,0,0,8,20,0,0,8,2,0,7,16,0,0,4,9,0,0,0,5,0,0,1,9,0,0,4,9,0,0,4,4,0,0,0,0,0,0,0,0,4,7,0,0,2,3,0,3,13,8,0,0,6,5,0,0,8,5,0,3,1,1,0,0
ASV_2853,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,9,4,0,0,0,2,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,2,3,0,0,0,0
ASV_2854,1,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,16,0,0,0,11,0,0,0,0,0,0,17,0,0,0,9,0,0,0,15,0,0,0,2,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_2855,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2856,15,33,0,0,2,12,0,0,1,9,0,0,10,16,0,4,12,0,0,0,5,0,0,6,3,0,0,4,3,0,0,0,1,0,0,8,2,0,0,4,2,0,0,0,0,4,3,0,0,9,11,0,0,6,9,0,0,8,5,0,0,3,1,0,0,7,4,0,0
ASV_2859,6,9,0,0,0,3,0,0,8,2,0,0,0,2,0,0,13,0,0,7,12,0,0,0,0,0,0,2,14,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,2,12,0,0,0,0,0,6,0,8,0,0,3,0,0,0,8,2,0,0
ASV_2860,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,1,1,0,0,0,0
ASV_2861,2,0,0,0,1,8,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2866,0,2,0,0,0,0,0,0,0,1,0,0,6,2,0,0,16,0,0,0,4,0,0,0,6,0,0,0,8,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,9,0,0,2,3,0,0,2,6,0,0,5,2,0,0
ASV_2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,5,0,0,2,0,0,0,34,56,2,0,3,1,0,0,24,34,0,0,0,6,0,0,3,4,0,0,7,16
ASV_2872,0,11,0,0,3,12,0,0,0,0,0,0,3,1,0,2,19,0,0,3,0,0,0,0,0,0,0,4,2,0,0,11,2,0,0,0,12,0,0,0,0,0,0,0,0,6,1,0,0,1,12,0,0,25,12,0,0,0,2,0,0,4,2,0,0,0,3,0,0
ASV_2873,11,23,0,0,1,2,0,0,6,14,0,0,14,6,0,5,21,0,0,3,8,0,0,0,1,0,0,4,17,0,0,8,3,0,0,17,8,0,0,3,8,0,0,0,0,4,3,0,0,2,1,0,0,4,3,0,0,3,5,0,0,2,6,0,1,6,0,1,0
ASV_2876,0,0,0,0,0,6,0,0,0,2,0,0,3,5,0,2,3,0,0,7,12,0,0,0,0,0,0,3,6,0,0,5,2,0,0,1,2,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,10,8,0,0,2,3,0,0,5,3,0,0,0,0,0,0
ASV_2879,0,0,0,0,3,2,0,0,2,8,0,0,10,7,0,4,82,0,0,0,3,0,0,1,6,0,0,3,12,0,0,0,8,0,0,8,15,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,22,0,0,0,4,1,0,0,5,8,0,0,1,1,0,0
ASV_2880,0,0,0,0,0,7,0,0,0,4,0,0,5,7,0,6,13,0,0,1,11,0,0,0,0,0,0,3,15,0,0,6,6,0,0,8,3,0,0,4,2,0,0,0,0,0,8,0,0,0,0,5,0,11,7,0,0,1,1,0,0,1,4,0,4,0,0,0,0
ASV_2881,5,8,0,2,0,0,0,0,4,3,1,0,1,0,0,0,8,0,0,0,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,0,5,5,0,0,0,0,0,2,0,0,8,6,0,0,0,0,0,0,256,172,0,0,37,117,0,0,32,43,0,0,72,111,0,10,119,81
ASV_2883,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2884,0,0,7,16,0,0,0,0,0,0,54,29,0,0,0,0,0,0,0,0,0,14,6,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2885,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,7,8,0,0,0,2,0,0,5,1,0,0,3,1,0,0
ASV_2886,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV_2890,2,10,2,6,0,1,0,0,1,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,0,0,0,11,2,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV_2895,21,12,0,0,1,3,0,0,8,23,0,0,12,5,0,13,36,0,0,18,13,0,0,5,4,0,0,4,19,0,0,4,23,0,0,13,9,0,0,0,0,0,0,0,0,10,3,0,0,1,14,0,0,0,1,0,0,0,0,0,0,8,0,0,0,2,6,0,0
ASV_2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_2903,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2904,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
ASV_2912,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2914,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
ASV_2915,3,13,0,0,1,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2917,0,0,0,0,0,3,0,0,3,0,0,0,9,7,0,14,13,0,0,0,6,0,0,1,0,0,0,1,0,0,0,4,4,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,6,5,0,0,1,0,0,0,6,4,2,0,3,0,0,0
ASV_2922,6,21,0,0,2,0,0,0,1,1,0,0,3,3,0,1,9,0,0,3,3,0,0,3,2,0,0,3,3,0,0,3,2,0,0,3,0,0,0,1,0,0,0,0,0,6,1,0,0,3,5,2,0,4,6,0,0,2,1,0,0,0,3,0,0,1,0,0,0
ASV_2926,0,18,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,3,0,0,0
ASV_2936,2,8,0,0,3,5,0,0,1,6,0,0,4,6,0,4,8,0,0,1,4,0,0,4,0,0,0,4,8,0,0,11,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,7,2,0,0,5,4,0,0,5,10,1,0,2,0,0,0
ASV_2938,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,7,5,0,0,9,12,0,0,0,0,0,0,8,1,0,0,1,1,0,0,2,0,0,0
ASV_2946,8,15,0,0,0,5,0,0,6,7,0,0,8,3,0,1,19,0,0,3,5,0,0,0,1,0,0,13,8,0,0,12,5,0,0,4,21,0,0,3,5,0,0,0,0,9,12,0,0,16,16,2,0,5,9,0,0,3,3,0,0,1,6,3,2,1,4,0,0
ASV_2950,3,21,0,0,5,6,0,0,3,12,0,0,5,8,0,6,21,0,0,3,5,0,0,0,1,0,0,11,17,0,0,4,11,0,0,4,11,0,0,3,0,0,0,0,0,8,1,0,0,14,6,2,0,23,4,0,0,0,0,0,0,3,2,0,0,2,3,0,0
ASV_2951,1,1,0,0,5,6,0,0,5,8,0,0,19,4,0,5,16,0,0,14,6,0,0,0,0,0,0,10,2,0,0,1,9,0,0,2,5,0,0,0,3,0,0,0,0,2,6,0,0,3,3,0,1,48,1,0,0,1,7,0,0,2,5,0,0,1,2,0,0
ASV_2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2957,4,6,0,0,2,6,0,0,4,15,0,0,0,5,0,1,21,0,0,3,3,0,0,0,0,0,0,7,5,0,0,6,8,0,0,11,5,0,0,2,1,0,0,0,0,1,7,0,0,1,1,2,0,7,0,0,0,4,3,0,0,1,2,0,0,3,1,0,0
ASV_2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,2,0,0,0,0,8,3,0,0,0,0,1,0,0,0,0,4,0,4,0,0,5,0,0,8,0,0,0,0,1,15,6,8,0,2
ASV_2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,126,63,6,0,0,0,0,0,0,0,37,0,18,5,0,0,0,0,0,0,0,0,0,0,20,31,0,0,6,1
ASV_2963,95,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2965,9,7,0,0,6,10,0,0,0,4,0,0,6,5,0,5,35,0,0,0,11,0,0,0,5,0,0,6,4,0,0,0,7,0,0,2,9,0,0,0,2,0,0,0,0,2,0,0,0,4,1,0,0,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV_2967,0,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2968,0,0,0,0,0,6,0,0,1,1,0,0,0,13,0,3,9,0,0,4,1,0,0,0,1,0,0,3,8,0,0,1,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_2973,3,26,0,0,3,4,0,0,2,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,3,2,0,0,2,1,0,0,0,0,8,1,0,0,6,14,1,0,7,0,0,2,2,0,0,0,2,0,0,2,4,0,0,0
ASV_2974,0,2,0,0,2,20,0,0,3,3,0,0,8,8,0,4,4,0,0,5,16,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,9,0,0,1,1,0,0
ASV_2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,8,7,7,0,8,4,0,0,0,0,0,0,26,0,8,6,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0
ASV_2976,0,4,0,0,3,6,0,0,0,4,0,0,10,7,0,2,22,0,0,2,12,0,0,1,0,0,0,7,10,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,1,8,0,0,5,0,0,0,7,23,0,0,3,2,0,0,6,4,0,1,0,0,0,0
ASV_2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0
ASV_2982,9,2,0,0,2,4,0,0,11,8,0,0,8,0,0,1,16,0,0,0,4,0,0,0,2,0,0,3,8,0,0,3,2,0,0,8,8,0,0,1,0,0,0,0,0,3,3,0,4,4,3,0,0,6,3,0,0,1,0,0,0,0,3,0,0,1,1,2,0
ASV_2985,2,14,0,0,4,11,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,6,0,0,20,2,0,0,4,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
ASV_2987,0,3,0,0,0,0,0,0,2,2,0,0,6,0,0,4,16,0,0,0,3,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,0,9,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0
ASV_2991,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2994,2,0,0,0,0,6,0,0,1,4,0,0,15,6,0,1,26,0,0,4,3,0,0,3,1,0,0,2,11,0,0,9,4,0,0,7,2,0,0,1,0,0,0,0,0,3,2,0,0,12,1,2,0,19,4,0,0,12,0,0,0,1,2,4,0,5,0,0,0
ASV_2995,0,0,0,0,1,5,0,0,0,0,0,0,1,2,0,9,2,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,17,24,0,0,0,1,0,0,2,8,0,0,3,0,0,0
ASV_2998,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_3001,0,5,0,0,0,8,0,0,3,3,0,0,2,6,0,3,7,0,0,0,0,0,0,0,8,0,0,10,6,0,0,6,2,0,0,5,8,0,0,1,2,0,0,0,0,8,2,0,0,8,10,0,0,6,3,1,0,2,3,0,0,2,5,2,1,8,2,0,0
ASV_3002,1,0,7,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV_3011,3,0,0,0,1,3,0,0,0,2,0,0,2,0,0,7,10,0,0,2,0,0,0,1,0,0,0,2,7,0,0,6,3,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,2,0,0,5,1,0,0,5,0,0,0,0,0,0,0
ASV_3013,0,16,0,0,3,5,0,0,0,0,0,0,3,5,0,6,4,0,0,3,3,0,0,0,0,0,0,10,0,0,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0
ASV_3016,5,4,0,0,0,9,0,0,0,1,0,0,5,2,0,5,14,0,0,0,2,0,0,2,4,0,0,3,5,0,0,9,6,0,0,5,9,0,0,0,6,0,0,0,0,0,4,0,0,1,5,0,0,5,24,0,0,7,8,0,0,7,10,0,0,7,2,0,0
ASV_3017,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,128,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0
ASV_3022,2,24,0,0,0,4,0,0,2,2,0,0,10,11,0,9,20,0,0,0,2,0,0,0,1,0,0,3,11,0,0,9,9,0,0,3,2,0,0,1,3,0,0,0,0,2,2,0,0,8,3,0,0,13,7,0,0,5,0,0,0,3,2,0,0,2,0,0,0
ASV_3024,0,2,0,0,3,13,0,0,2,10,0,0,1,9,0,15,8,0,0,9,2,0,0,0,0,0,0,39,20,0,0,20,11,0,0,13,4,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,10,0,0,0,3,0,0,12,0,0,0,0,1,0,0
ASV_3026,0,1,0,0,1,8,0,0,4,7,0,0,1,6,0,4,15,0,0,2,3,0,0,0,0,0,0,4,5,0,0,4,6,0,0,10,2,0,0,1,1,0,0,0,0,3,4,0,0,9,1,0,0,9,5,0,0,0,1,0,0,6,3,0,0,0,0,0,0
ASV_3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,0
ASV_3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,1,2,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,3,0,0,5,0,0,0,3,4,2,0,0,1,0,2
ASV_3031,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,4,2,0,1,6,0,7,6,1,2,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,6,0,0,0,0,4,0,2,2,9,0
ASV_3036,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,1,0,0,0,1,1,0,0,1,4,0,0,0,3,0,2,2,0,3,14,7,0,0,0
