#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_16660	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16381	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16555	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16419	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16669	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16581	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17167	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16422	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16781	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16779	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16787	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17166	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16610	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16441	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16455	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16567	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17428	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16609	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16584	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17266	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17331	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16552	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16566	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16633	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16651	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17699	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16835	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16478	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16439	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16306	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16458	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16482	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16428	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16853	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16856	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16801	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16293	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16815	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16763	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16764	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17684	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17733	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17683	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17704	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17689	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16462	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16767	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16740	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16302	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16320	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16344	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16287	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16379	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16502	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16539	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16334	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16349	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16280	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16678	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17932	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16993	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_16178	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17156	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16184	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16187	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16701	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16892	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17390	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17617	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_17840	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17059	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_16900	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17876	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17875	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17424	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_16589	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	g_	s_
ASV_17447	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	s_
ASV_17841	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_17015	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17021	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_17148	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17145	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17137	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17014	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17013	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17160	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17048	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_17284	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_17055	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_16895	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16872	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	s_
ASV_18009	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_16775	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_17553	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17282	Eukaryota	Ctenophora	Tentaculata	Lobata	Bolinopsidae	g_	s_
ASV_17190	Eukaryota	Cnidaria	Hydrozoa	Limnomedusae	Olindiasidae	g_	s_
ASV_16479	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara longicalcar
ASV_17193	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17563	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17569	Eukaryota	unknown	Phaeophyceae	Fucales	Sargassaceae	g_	s_
ASV_16938	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_16904	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17076	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphiodia	unassigned
ASV_16920	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16910	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16480	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_16908	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17877	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16884	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_17012	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17018	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17946	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16367	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16588	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	g_	s_
ASV_16836	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_16403	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16404	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16413	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17614	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	unassigned	g_	s_
ASV_16486	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17642	Eukaryota	unknown	unknown	unknown	Apusomonadidae	g_	s_
ASV_17404	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_17250	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16594	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16465	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16451	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_16274	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17600	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	unassigned	g_	s_
ASV_17439	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16321	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16277	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_17104	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16799	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	s_
ASV_16454	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara longicalcar
ASV_17130	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17046	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17016	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17083	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	g_	s_
ASV_17634	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17461	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	g_	s_
ASV_17162	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	g_	s_
ASV_16298	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17134	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_17494	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16783	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_16794	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16664	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16623	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_16242	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_16624	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_17574	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_16932	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_17930	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17595	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	g_	s_
ASV_17392	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16356	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17562	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16181	Eukaryota	Bacillariophyta	Coscinodiscophyceae	unassigned	unassigned	g_	s_
ASV_17678	Eukaryota	Cnidaria	Hydrozoa	Narcomedusae	Tetraplatiidae	Tetraplatia	Tetraplatia volitans
ASV_16312	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_16183	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	g_	s_
ASV_16270	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	g_	s_
ASV_17308	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16272	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	g_	s_
ASV_16860	Eukaryota	unknown	Phaeophyceae	Sphacelariales	unassigned	g_	s_
ASV_17898	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17641	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_17197	Eukaryota	Ctenophora	Nuda	Beroida	Beroidae	g_	s_
ASV_17603	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	s_
ASV_17722	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16681	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17173	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Moerisiidae	g_	s_
ASV_16247	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17537	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17576	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17938	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17550	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16592	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	g_	s_
ASV_17235	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	g_	s_
ASV_16955	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_16452	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16450	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17986	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16324	Eukaryota	Arthropoda	Malacostraca	Decapoda	Polychelidae	g_	s_
ASV_16438	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16449	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17317	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_16448	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16446	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16445	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16444	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16443	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17224	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16515	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_16473	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_16269	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	s_
ASV_16253	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	g_	s_
ASV_17492	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17924	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17573	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_17585	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_17198	Eukaryota	Ctenophora	Nuda	Beroida	Beroidae	g_	s_
ASV_17483	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	s_
ASV_17475	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	s_
ASV_17214	Eukaryota	Cnidaria	Hydrozoa	Limnomedusae	Olindiasidae	g_	s_
ASV_17892	Eukaryota	unknown	Phaeophyceae	Fucales	Hormosiraceae	g_	s_
ASV_17908	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	s_
ASV_17751	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_17752	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_17858	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17979	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_17386	Eukaryota	unknown	Dictyochophyceae	Dictyochales	unknown	g_	s_
ASV_18019	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	g_	s_
ASV_17976	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_17455	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_17489	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_17686	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16838	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga
ASV_17884	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17886	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17467	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	s_
ASV_17851	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_17741	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_17074	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17007	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Lebbeus	unassigned
ASV_16702	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16946	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_17053	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17438	Eukaryota	unknown	unknown	unknown	Vexilliferidae	g_	s_
ASV_16430	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16263	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_17781	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_16948	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16873	Eukaryota	Cnidaria	Hydrozoa	unknown	unknown	g_	s_
ASV_16903	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_17698	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_17692	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_17906	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17764	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16347	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16199	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_16750	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17497	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_17070	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17252	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	s_
ASV_17319	Eukaryota	Mollusca	Gastropoda	unassigned	unassigned	g_	s_
ASV_17571	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16864	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16846	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16851	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16760	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17220	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_16433	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16682	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16680	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16665	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_18017	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_16806	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16676	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16774	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17594	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17577	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_17482	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	g_	s_
ASV_17835	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17027	Eukaryota	Arthropoda	Malacostraca	Decapoda	Bythograeidae	g_	s_
ASV_17199	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17394	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17275	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16470	Eukaryota	Arthropoda	Malacostraca	Decapoda	Oplophoridae	g_	s_
ASV_17227	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16834	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	g_	s_
ASV_16707	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_16693	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_16548	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16387	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16416	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16912	Eukaryota	unknown	Oomycota	Pythiales	Pythiaceae	g_	s_
ASV_16757	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16481	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara longicalcar
ASV_16434	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Acinetosporaceae	g_	s_
ASV_17871	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16965	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_17133	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_17031	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_17415	Eukaryota	unknown	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_17352	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_17462	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_16699	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_16649	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16749	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_16620	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Annulariidae	g_	s_
ASV_16496	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16564	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16353	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_16540	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17501	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	g_	s_
ASV_17716	Eukaryota	unknown	Oomycetes	unassigned	unassigned	g_	s_
ASV_17504	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17953	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	g_	s_
ASV_17533	Eukaryota	unknown	Phaeophyceae	Sphacelariales	Sphacelariaceae	g_	s_
ASV_17615	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_17579	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_17365	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_16979	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_17047	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	g_	s_
ASV_16940	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_16893	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
