#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_11069	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10409	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11372	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10900	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10723	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_10696	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_11396	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11292	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11314	Eukaryota	unknown	Oomycetes	unassigned	unassigned	g_	s_
ASV_10411	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11075	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10454	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11131	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11070	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10466	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_11414	Eukaryota	unknown	Phaeophyceae	Ectocarpales	unassigned	g_	s_
ASV_10556	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_10620	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11038	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_11194	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10901	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11083	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10869	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10570	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_11203	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11216	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11343	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_10528	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11344	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_11144	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10595	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10938	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_11071	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11161	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11146	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11114	Eukaryota	Bacillariophyta	Coscinodiscophyceae	unassigned	unassigned	g_	s_
ASV_10919	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11049	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10394	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	g_	s_
ASV_11132	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_11073	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_11080	Eukaryota	unknown	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_11084	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11088	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10600	Eukaryota	Rhodophyta	Florideophyceae	Nemaliales	Liagoraceae	g_	s_
ASV_10632	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11100	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10986	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_10372	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10375	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_10500	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10510	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_10699	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10739	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10746	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10799	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10273	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_10419	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10283	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10297	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10418	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10902	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_10503	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_11379	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_11342	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_11244	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_10759	Eukaryota	unknown	Phaeophyceae	Fucales	unassigned	g_	s_
ASV_10638	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10616	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_10530	Eukaryota	unknown	Labyrinthulomycetes	unknown	Thraustochytriaceae	g_	s_
ASV_11410	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10338	Eukaryota	Arthropoda	unknown	unknown	unknown	g_	s_
ASV_10324	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10762	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10805	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10691	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11107	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_11322	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_10506	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_10234	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11211	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11262	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10859	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10730	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11233	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10342	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10407	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11115	Eukaryota	Bacillariophyta	Mediophyceae	unassigned	unassigned	g_	s_
ASV_10877	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10770	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11354	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11227	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10309	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10290	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10911	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10835	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_10771	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10769	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10890	Eukaryota	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	unassigned
ASV_10879	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11365	Eukaryota	Discosea	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_10417	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	g_	s_
ASV_10487	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10378	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_10405	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	g_	s_
ASV_10373	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11391	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10577	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11206	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10913	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11388	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10740	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11064	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11185	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_11207	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	unassigned	g_	s_
ASV_11299	Eukaryota	unknown	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_11135	Eukaryota	unknown	unknown	Himatismenida	unknown	g_	s_
ASV_10929	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_10945	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_11072	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10994	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11170	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	g_	s_
ASV_11092	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10707	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11408	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10287	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10710	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10446	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10413	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11040	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10399	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11259	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_11338	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11234	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	g_	s_
ASV_10956	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10952	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11174	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11108	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11105	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10438	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_10455	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_10408	Eukaryota	Mollusca	Gastropoda	unassigned	unassigned	g_	s_
ASV_11078	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11124	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_11006	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11280	Eukaryota	unknown	Chrysophyceae	Chromulinales	Paraphysomonadaceae	g_	s_
ASV_11212	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	g_	s_
ASV_11309	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11272	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_11377	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	unassigned	g_	s_
ASV_11202	Eukaryota	unknown	Haptophyta	unassigned	unassigned	g_	s_
ASV_11249	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_11063	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_11050	Eukaryota	unknown	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_11003	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	g_	s_
ASV_11122	Eukaryota	Rhodophyta	Florideophyceae	Corallinales	unassigned	g_	s_
ASV_11147	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_11065	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10958	Eukaryota	Arthropoda	Malacostraca	Decapoda	Portunidae	g_	s_
ASV_10963	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11187	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11156	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11245	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_11347	Eukaryota	unknown	Pelagophyceae	Pelagomonadales	unknown	g_	s_
ASV_11235	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10886	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10969	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	g_	s_
ASV_10899	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10894	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11321	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10434	Eukaryota	Rhodophyta	Florideophyceae	unassigned	unassigned	g_	s_
ASV_10992	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_11009	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10562	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_11005	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10355	Eukaryota	Cnidaria	Scyphozoa	Rhizostomeae	Rhizostomatidae	g_	s_
ASV_11239	Eukaryota	Nemertea	Palaeonemertea	unknown	Cephalothricidae	g_	s_
ASV_10468	Eukaryota	unknown	Oomycetes	unknown	unknown	g_	s_
ASV_10868	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	g_	s_
ASV_11025	Eukaryota	unknown	Phaeophyceae	Fucales	Sargassaceae	g_	s_
ASV_10426	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10682	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10343	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10712	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10706	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10333	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11018	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11326	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10416	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_10358	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	g_	s_
ASV_10974	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10385	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_11290	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11010	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10735	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10724	Eukaryota	Mollusca	Gastropoda	unassigned	unassigned	g_	s_
ASV_10767	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_10761	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_10737	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_10806	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_11008	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10842	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_11371	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11381	Eukaryota	unknown	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_11004	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_11045	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11404	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_10851	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_10714	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_10819	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10366	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_10281	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10865	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10237	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10564	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10683	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11291	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10421	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11351	Eukaryota	unknown	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_11361	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10389	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_10625	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10246	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_10968	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11094	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11017	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11039	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Mazzaella	Mazzaella flaccida
ASV_11139	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	g_	s_
ASV_11129	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11199	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11001	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_10380	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	g_	s_
ASV_10224	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_10488	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10678	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10694	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10689	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Thalestridae	g_	s_
ASV_10920	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10973	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10914	Eukaryota	Discosea	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_11380	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11389	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_11282	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11037	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11300	Eukaryota	unknown	Oomycetes	unassigned	unassigned	g_	s_
ASV_11097	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11093	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11095	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11099	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11091	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11098	Eukaryota	unknown	unknown	unknown	Vannellidae	g_	s_
ASV_11033	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10345	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10631	Eukaryota	unknown	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_10547	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	s_
ASV_10884	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10888	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10895	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	g_	s_
ASV_11176	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10705	Eukaryota	unknown	Chrysophyceae	Chromulinales	unassigned	g_	s_
ASV_10453	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11035	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10742	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10809	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10651	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_10260	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10543	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10561	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_10880	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	g_	s_
ASV_10649	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10629	Eukaryota	unknown	Oomycota	Pythiales	Pythiaceae	g_	s_
ASV_11171	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10777	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11357	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10567	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10551	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11222	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_10648	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10248	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_10995	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11301	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11218	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_10779	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10621	Eukaryota	Discosea	unassigned	unassigned	unassigned	g_	s_
ASV_11164	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_11119	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10306	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10883	Eukaryota	unknown	Oomycetes	unassigned	unassigned	g_	s_
ASV_10704	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11274	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11123	Eukaryota	unknown	Oomycetes	unassigned	unassigned	g_	s_
ASV_10395	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11247	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_11118	Eukaryota	unknown	Bolidophyceae	Parmales	Triparmaceae	g_	s_
ASV_10605	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11181	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_11190	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_10878	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	g_	s_
ASV_10240	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11155	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_11312	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10353	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_10598	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10264	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_11376	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_11180	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_10588	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_10532	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10836	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10258	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11400	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_11154	Eukaryota	unknown	Oomycota	unknown	unknown	g_	s_
ASV_11048	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_11104	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
