,CN18FESPkoa_SC58_FF,CN18FESPkoa_SC57_FF,CN18FESPkoa_SC56_FF,CN18FESPkoa_SC55_FF,CN18FESPkoa_SC53_FF,CN18FESPkoa_SC52_FF,CN18FESPkoa_SC49_FF,CN18FESPkoa_SC47_FF,CN18FESPkoa_SC46_FF,CN18FESPkoa_SC44_FF,CN18FESPkoa_SC43_FF,CN18FESPkoa_SC41_FF,CN18FESPkoa_SC40_FF,CN18FESPkoa_SC37_FF,CN18FESPkoa_SC34_FF,CN18FESPkoa_SC32_FF,CN18FESPkoa_SC31_FF,CN18FESPkoa_SC30_FF,CN18FESPkoa_SC29_FF,CN18FESPkoa_SC26_FF,CN18FESPkoa_SC24_FF,CN18Fc12_8_eDNA_GG,CN18Fc19_5_eDNA_GG,CN18Fc21_6_eDNA_GG,CN18Fc22_6_eDNA_GG,CN18Fc24_6_eDNA_GG,CN18Fc25_5_eDNA_GG,CN18Fc27_4_eDNA_GG,CN18Fc29_6_eDNA_GG,CN18Fc30_4_eDNA_GG,CN18Fc32_4_eDNA_GG,CN18Fc33_5_eDNA_GG,CN18Fc36_6_eDNA_GG,CN18Fc38_5_eDNA_GG,CN18Fc40_6_eDNA_GG,CN18Fc41_6_eDNA_GG,CN18Fc43_5_eDNA_GG,CN18Fc44_8_eDNA_GG,CN18Fc46_8_eDNA_GG,CN18Fc47_6_eDNA_GG,CN18Fc49_6_eDNA_GG,CN18Fc51_5_eDNA_GG,CN18Sc09_2_eDNA_Y,CN18Sc10_2_eDNA_Y,CN18Sc14_2_eDNA_Y,CN18Sc14_8_eDNA_Y,CN18Sc15_2_eDNA_Y,CN18Sc15_8_eDNA_Y,CN18Sc18_2_eDNA_Y,CN18Sc18_8_eDNA_Y,CN18Sc27_2_eDNA_Y,CN18Sc27_8_eDNA_Y,CN18SESPkoa_SC49_Y,CN18SESPkoa_SC47_Y,CN18SESPkoa_SC45_Y,CN18SESPkoa_SC44_Y,CN18SESPkoa_SC42_Y,CN18SESPkoa_SC41_Y,CN18SESPkoa_SC40_Y,CN18SESPkoa_SC39_Y,CN18SESPkoa_SC37_Y,CN18SESPkoa_SC36_Y
ASV_58,1659,1657,1799,1084,1362,798,857,941,782,972,691,769,779,1073,1521,951,1058,1486,755,633,467,871,621,786,423,595,677,561,560,329,1641,1261,1129,360,1145,1165,1131,994,368,152,242,598,0,29,0,0,0,0,0,26,0,1,0,0,0,0,0,1,0,0,0,3
ASV_59,0,0,0,0,0,0,0,0,39,0,0,21,28,2,1,4,0,2,473,327,66,6,0,0,0,0,0,50,0,0,0,3,1,1,65,5,0,0,618,146,387,6,44,0,6,3,1,770,5,170,0,54,10,0,0,173,0,13,1,4,0,16
ASV_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,11,1339,27,83,12,1205,240,443,15,400,355,473,50,92,121,90
ASV_61,0,0,0,9,0,0,0,0,2,6,25,0,0,0,0,10,20,0,0,0,0,1,4,0,0,7,8,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,27,3,0,0,0,51,0,53,0,66,0,78
ASV_63,1119,365,558,332,424,366,232,353,183,332,343,249,208,278,482,376,322,501,284,345,298,691,127,153,142,158,234,137,156,117,436,201,290,124,283,273,181,181,116,69,92,205,68,631,95,384,92,63,51,142,2,133,103,327,86,20,98,29,4,26,24,169
ASV_64,3,3604,27,18,3303,0,1,0,0,36,6,0,8,2,33,3059,17,1,0,2057,1,1721,594,729,819,1137,836,493,121,211,5,647,18,563,1907,10,1295,87,2259,431,823,639,0,1,0,0,0,0,0,5278,0,1,0,0,0,0,3124,0,6,0,0,1
ASV_65,119,65,109,98,109,124,126,99,108,126,91,71,118,93,100,112,67,83,100,109,139,74,44,145,106,71,210,56,79,54,328,67,78,45,22,68,130,110,64,21,24,46,301,573,587,397,338,13,295,46,258,32,387,580,300,6,414,11,256,10,403,68
ASV_66,3,5,0,0,4,9,0,3,8,8,1,1,0,4,9,1,1,12,11,27,25,0,3,0,1,2,0,4,6,0,0,6,3,0,2,3,2,9,14,3,20,81,3,2,6,4,1,3109,7,427,2,2568,0,8,5,329,1,417,0,129,1,339
ASV_67,127,99,94,57,150,18,72,101,28,51,57,95,34,33,106,49,105,139,94,247,213,7,9,22,8,130,13,64,17,0,20,27,89,20,33,51,42,45,132,26,127,409,6,61,25,28,37,1038,16,479,13,624,25,87,60,1437,13,1655,8,671,5,506
ASV_68,0,3,0,2,0,0,0,0,0,0,3,2,0,0,5,6,0,2,15,59,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,12,0,25,46,1,0,4,1,0,316,2,4,0,281,0,0,0,61,24,138,6,7,6,7
ASV_69,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1
ASV_70,27,23,2,0,30,49,20,6,12,0,8,21,0,6,12,7,3,5,7,3,10,10,1,5,0,8,58,0,0,2,134,1,36,4,3,12,2,1,3,6,47,2,3,18,32,0,21,0,7,0,0,0,28,196,3,0,0,0,8,6,9,16
ASV_71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV_72,680,447,765,305,583,391,252,484,459,520,386,463,609,550,790,932,434,456,539,309,569,182,125,283,139,673,541,83,135,110,3334,466,519,230,181,353,314,134,142,92,65,41,1062,1086,568,442,598,3,169,0,223,2,822,844,741,3,945,1,526,1,972,1
ASV_73,668,459,668,344,569,291,338,502,374,580,370,446,360,581,505,643,326,418,511,381,518,175,220,184,186,256,147,267,267,50,410,483,231,105,286,130,230,289,292,43,157,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_74,2,23,0,1,12,23,3458,0,6,6,11,24,0,4,69,5,0,2,3,4,13,0,5,336,10,0,0,3,0,0,0,0,0,0,0,0,4,8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ASV_76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,1
ASV_77,23,13,16,3,57,17,15,32,25,40,112,51,47,64,105,73,70,124,104,424,649,2,13,16,12,6,6,89,10,1,5,19,20,13,115,37,31,62,117,18,185,837,0,0,0,0,0,2,0,5,0,2,0,0,0,4,0,3,1,41,0,8
ASV_78,14,11,18,12,20,26,22,20,10,11,14,9,12,16,15,23,20,13,26,23,36,8,0,42,16,10,52,5,4,9,87,21,33,11,0,10,24,37,3,1,5,5,728,831,1003,258,585,0,425,37,275,8,730,841,569,0,578,0,402,0,561,12
ASV_79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,2,0,0,5,4285,4,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_80,117,92,182,48,131,45,54,91,73,97,89,72,55,110,62,81,92,105,85,80,86,59,24,11,47,49,63,22,48,17,227,38,43,28,19,70,50,68,42,17,14,23,851,811,534,96,266,0,197,8,548,0,553,876,579,3,411,2,327,2,681,25
ASV_83,0,0,0,0,0,485,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,8,390,1022,0,0,0,597,0,0,1,2433,840,26,210,0,2236,0,1845,291,547,389,0,0,1,765,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0
ASV_84,3,3,2,3,2,2,6,3,2,5,9,6,5,11,5,5,5,14,5,4,22,3,0,0,0,1,0,7,0,0,0,25,7,0,8,0,0,5,2,0,1,4,0,4,0,2,0,27,0,7,0,14,0,3,4,40,0,17,0,40,0,51
ASV_85,72,78,95,61,82,47,48,82,89,119,59,39,69,65,184,175,77,99,140,186,329,11,57,31,132,71,79,77,86,5,84,101,66,38,100,81,77,94,138,30,131,377,1,1,4,26,3,31,2,25,0,15,3,6,1,67,9,75,0,16,2,40
ASV_86,3,9,19,5,12,14,4,8,15,11,17,12,22,8,10,6,24,3,20,10,17,5,1,16,2,10,35,4,5,0,39,5,9,1,3,5,4,8,2,0,3,3,112,189,319,86,153,1,76,11,187,4,282,207,162,3,143,0,138,2,241,7
ASV_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,1478,1398,100,873,0,435,0,784,0,1209,2301,946,0,611,0,616,1,1110,0
ASV_88,258,353,210,72,323,371,260,226,159,401,168,324,363,271,542,316,273,201,249,137,405,106,95,167,149,42,526,45,83,75,996,152,446,233,0,31,127,63,48,4,120,96,583,154,890,123,111,63,117,71,106,11,92,255,29,96,261,81,181,55,423,184
ASV_89,386,563,1102,296,616,824,356,490,438,591,519,448,309,478,581,421,539,574,690,541,429,59,79,514,153,291,954,93,75,362,2325,507,413,298,124,438,593,489,82,162,120,151,1099,1782,710,370,1070,26,509,10,188,12,1323,1357,1370,4,1069,7,500,4,588,34
ASV_90,0,0,0,4,3,0,3,0,0,2,2,1,0,5,0,0,1,0,0,0,5,0,2,0,2,2,0,1,0,0,4,2,3,0,0,0,0,0,5,0,0,18,0,0,0,3,0,0,0,18,0,0,0,11,1,3,0,3,0,2,3,9
ASV_92,8,13,0,1,22,13,7,2,16,1,10,8,8,10,12,3294,7,18,14,0,1659,5,1813,6,19,7,15,6,20,8,26,32,29,1936,2833,837,2,0,1232,5,16,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
ASV_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,1307,577,273,461,0,540,0,746,0,987,1142,685,1,784,0,432,1,764,4
ASV_96,8,4,4,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,7,4,9,30,14,947,7,108,1,477,39,66,23,399,52,399,4,296,49,377
ASV_97,182,77,263,89,188,127,177,106,85,107,150,148,115,176,233,178,174,200,166,361,341,42,53,136,60,167,78,100,131,14,25,104,114,38,96,81,68,98,187,15,144,801,10,0,0,0,0,3,0,87,0,0,0,0,0,6,13,2,0,15,0,9
ASV_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,13,0,7,0,1,0,3,0,0,1,1
ASV_100,93,46,132,88,108,43,36,128,62,17,143,37,56,79,159,148,88,208,78,138,118,37,31,22,12,28,6,103,5,4,46,99,35,16,169,35,75,93,90,5,15,95,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1
ASV_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,3,8326,0,0,3119,0,0,1,0,0,0,14,227,0,0,0,0,0,0,0,0,0,0,0,0
ASV_102,0,0,2,4,0,0,0,1,0,0,1,3,2,0,2,5,0,4,12,20,62,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,3,4,0,13,40,18,6,23,38,10,2442,17,25,11,2181,21,40,35,435,27,800,17,16,46,69
ASV_103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,36,0,13,0,0,6,7,21,11,5,21,4,12
ASV_104,100,64,61,38,64,30,30,28,22,43,30,34,28,29,85,36,52,70,29,40,57,30,39,38,51,64,58,54,28,13,40,60,41,16,71,41,68,92,41,3,19,101,0,2,1,11,6,164,2,30,0,25,2,0,4,234,0,254,0,28,0,95
ASV_105,3,6,4,7,1,2,0,4,5,5,3,7,7,0,4,5,0,8,0,24,38,0,0,2,0,2,0,7,0,2,4,4,1,6,1,6,0,3,2,2,4,38,9,0,0,0,2,60,0,24,0,14,2,0,4,80,1,63,0,32,0,56
ASV_106,13,0,0,1,0,0,0,0,3,7,0,0,0,12,5,4,11,0,1,0,0,13,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,9,0,2
ASV_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,312,0,0,0,28,5609,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_109,19,26,23,11,77,13,14,24,27,20,13,9,12,21,5,25,9,16,17,19,8,18,11,6,10,18,9,3,5,0,20,9,16,15,8,8,16,9,7,9,2,15,4,7,1,16,2,29,4,119,0,37,1,10,6,38,3,35,2,108,7,96
ASV_110,32,93,46,0,81,8,4,0,25,69,34,41,10,0,38,120,30,3,13,0,0,11,2,24,17,0,13,0,4,4,8,10,369,21,21,65,6,24,4,2,18,10,0,0,0,0,0,79,0,2,0,50,0,0,0,21,0,25,0,1,0,6
ASV_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,657,3298,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV_112,6,1,1,0,0,16,0,15,11,0,0,0,0,535,0,0,34,0,0,0,810,0,0,0,0,5,0,7,0,2,0,0,2,0,136,0,3,1515,0,0,89,0,0,0,0,0,0,0,0,0,0,1339,0,0,0,0,0,0,0,338,3,0
ASV_113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_115,70,82,115,43,100,69,56,87,66,105,65,98,66,68,184,95,103,99,107,123,150,15,44,34,40,56,34,112,87,8,64,118,59,45,79,56,71,112,128,9,53,313,0,0,3,9,0,47,6,5,8,14,4,0,0,135,0,227,4,10,0,24
ASV_116,28,4,17,15,9,3,11,7,4,12,4,2,18,3,8,31,5,17,21,16,41,0,18,4,0,14,2,0,3,0,3,8,3,5,52,0,4,9,8,0,11,77,2,10,0,11,4,322,13,37,0,162,8,6,1,351,19,495,0,44,7,96
ASV_117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ASV_120,2,17,2,0,2,0,8,4,1,7,0,22,2,0,10,0,7,27,11,18,13,2,11,0,0,3,0,0,0,13,0,88,0,0,4,0,0,0,10,0,2,21,1,0,62,25,3,374,28,555,0,420,59,47,6,242,2,219,0,1239,5,941
ASV_122,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2025,1072,5,4,410,0,220,0,1,528,2305,1721,3022,2830,0,3,404,1110,735,1177,0,0,0,0,2,196,0,102,0,939,0,0,0,7,0,65,0,123,0,482
ASV_123,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,72,7,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,2,0,0,0,16,0,68,1,195,0,840,2,0,0,18,0,7,0,48,0,54
ASV_124,9,2,18,0,17,8,19,3,3,11,17,2,6,8,4,2,8,37,28,105,29,4,2,6,1,18,7,8,2,0,26,7,1,0,50,7,1,15,27,2,12,40,23,23,175,5,26,387,0,385,35,404,20,26,70,429,12,522,5,411,16,557
ASV_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,3679,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_127,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,123,3,43,0,2979,2,0,1,24,0,1,0,196,3,758
ASV_128,5,1,5,0,0,2,0,3,0,8,2,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,60,2,0,3,12,9,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
ASV_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
ASV_130,54,72,92,16,154,27,99,57,123,87,174,132,95,134,165,94,146,212,247,141,402,109,46,18,59,114,7,201,102,7,60,98,80,29,308,144,139,133,471,93,341,1377,9,14,14,10,4,0,3,3,0,4,31,30,27,13,18,14,12,7,37,5
ASV_131,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,3,0,3,4,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,59,107,90,11,58,0,39,2,91,0,76,91,62,0,64,0,63,0,96,3
ASV_132,3,22,15,17,51,113,10,15,35,36,41,21,5,23,56,44,5,36,104,46,37,15,2,37,8,4,28,0,168,2,74,2,127,2,2,12,4,5,6,2,0,2,414,396,677,306,366,30,261,2,342,1,210,421,278,0,450,1,169,1,227,40
ASV_133,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_134,13,0,2,0,8,5,2,0,3,10,19,0,7,8,21,14,25,10,0,37,10,0,0,0,0,6,0,7,0,4,0,5,4,4,13,0,10,0,4,0,0,10,2,4,80,10,0,106,19,178,0,63,37,14,55,267,2,223,65,1287,6,1044
ASV_136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,5,0,0,0,1,0,0,0,10,0
ASV_137,210,139,322,278,289,80,43,133,407,125,164,288,106,114,206,107,12,285,146,168,207,70,150,103,58,110,270,21,38,16,792,49,65,93,138,148,59,169,78,43,30,253,182,2,0,0,0,0,0,2,0,0,147,345,0,7,0,15,0,26,0,36
ASV_138,7,5,3,4,5,7,6,16,5,21,2,11,13,4,11,4,1,8,6,20,5,5,3,8,9,6,22,9,11,3,29,6,0,2,6,2,13,6,4,4,1,4,169,198,297,69,161,0,116,2,232,1,266,272,154,0,185,1,134,1,310,23
ASV_141,8,7,15,10,8,13,16,13,15,10,7,19,16,5,9,16,15,3,10,24,15,6,7,13,13,29,29,1,0,5,40,2,7,10,1,11,18,13,2,8,2,17,134,206,270,93,161,12,109,11,164,6,247,248,157,0,174,0,150,1,231,5
ASV_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11138,1,2,0
ASV_143,0,0,0,0,0,0,0,0,0,0,4,12,8,21,8,8,2,35,146,280,100,0,0,0,0,0,0,1,0,0,0,1,20,10,1,1,13,0,56,5,54,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ASV_149,30,45,10,22,24,57,18,34,18,43,17,40,41,19,15,59,35,1,33,14,15,14,4,12,3,5,31,3,5,9,202,5,10,15,10,7,5,4,1,2,4,3,264,489,537,409,294,0,210,0,136,2,118,182,341,0,190,0,113,1,302,24
ASV_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,170,281,4,42,0,62,0,252,0,23,103,95,0,193,0,84,2,335,0
ASV_151,0,5,0,1,15,0,1,0,0,0,6,0,0,5,5,0,0,5,25,76,80,0,0,0,4,3,0,4,0,0,0,0,0,2,4,0,0,1,12,0,22,87,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,12,0,2,0,6
ASV_154,214,140,159,138,90,64,47,61,76,124,51,66,63,62,159,97,99,82,95,42,39,38,23,73,14,115,99,32,51,32,206,112,38,57,69,57,133,46,16,23,25,93,53,104,40,188,94,59,116,249,2,32,91,81,88,45,81,43,51,194,9,487
ASV_155,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,179,0,12,0,93,0,0,8,92,1,32,0,48,0,20
ASV_156,1,4,1,1,16,5,12,20,4,5,24,11,4,43,8,1,32,45,129,126,81,0,0,0,0,12,0,51,7,0,0,16,1,2,21,0,3,11,22,4,31,93,3,0,46,21,3,1307,8,1613,0,802,21,0,0,1069,1,1499,1,1093,11,1193
ASV_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,2,3446,147,0,0,0,0,0,0,0,4,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_159,555,309,332,292,406,311,205,207,180,285,373,233,173,252,390,173,180,293,345,272,287,395,107,311,126,162,300,213,96,74,265,378,523,256,326,160,307,156,143,35,63,142,3,0,0,4,0,14,0,17,0,0,0,0,0,5,0,1,0,2,0,21
ASV_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1041,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ASV_161,89,70,49,62,96,48,42,22,84,85,51,46,36,66,96,95,48,71,37,87,108,39,52,19,23,21,10,24,62,5,39,70,119,9,46,30,43,49,62,6,48,194,282,182,203,278,147,535,109,312,38,275,182,187,168,665,247,735,28,189,96,735
ASV_162,136,81,87,15,101,60,10,138,92,159,60,45,65,92,206,49,82,68,72,44,105,41,19,67,44,72,126,89,50,16,313,66,118,63,53,151,68,43,29,28,43,29,410,479,461,141,397,4,232,20,36,0,879,459,393,1,487,2,252,2,701,28
ASV_163,0,0,54,11,0,0,0,0,7,6,0,0,0,6,0,7,2,4,38,2,0,0,0,5,0,0,0,4,0,0,7,0,0,8,0,8,0,0,1,0,0,0,325,181,33,10,25,0,9,0,85,0,123,489,12,0,88,0,28,0,45,1
ASV_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233,129,0,0,27,0,0,0,5,0,55,37,19,0,36,0,40,0,207,0
ASV_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,67,0,0,282,0,63,5,92,37,241,6,259,1,84,0,266,6,170
ASV_167,106,118,100,82,153,113,87,121,129,99,112,78,57,116,175,129,93,98,95,80,129,13,6,111,15,21,96,7,38,71,441,52,99,36,11,162,77,42,20,20,7,6,326,272,500,116,275,17,125,0,134,1,292,423,350,28,143,13,123,3,722,3
ASV_169,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,27,22,4,113,0,87,0,158,12,26,2,40,0,33,9,160,9,201
ASV_170,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,20,5,39,40,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,6,0,4,3,9,31,0,160,2,0,0,1,0,5,0,0,0,0,2,9,0,16,0,23,0,14
ASV_171,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,12,0,1,0,0,548,0,0,0,0,0,0,0,0,0,0,845,1,0,16,663,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_172,913,387,666,521,332,136,163,374,222,377,276,242,313,358,736,530,392,381,333,279,218,156,143,82,87,94,182,100,172,21,171,183,182,77,185,193,216,174,87,23,89,167,96,61,89,70,34,9,126,0,22,2,28,180,28,2,80,3,36,0,21,24
ASV_173,3,0,0,0,3,0,0,0,0,2,2,0,0,7,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,1,4,5,27,18,29,6,107,34,61,0,74,20,21,25,57,5,41,44,260,21,303
ASV_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,13,0,4,0,0,0,20,0,139,0,24,0,17,0
ASV_177,46,41,56,11,50,21,32,49,20,58,29,37,19,41,47,28,36,82,65,71,136,6,39,0,23,9,8,59,36,3,2,17,34,19,47,14,17,65,125,16,42,218,6,0,2,6,1,429,3,38,0,65,0,8,0,357,24,503,0,33,2,36
ASV_178,0,0,1,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,131,322,343,60,176,1,110,0,123,0,120,126,62,1,32,0,106,0,153,0
ASV_179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,1,0,0,0,5,3,0,0,0,0,0,1,7,0,1
ASV_180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,11,0,138,0,29,0,22,12,21,42,238,43,156,1,357,3,523
ASV_181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,170,0,0,0,0,1,0,5,0,0,0,0,0,1,0,21,0,1,0,0,0,0,0,3,11,0,0,0,0,6,0,0,0,0,0,0,125,11,0,23,0,0,0,0,0
